Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RETROOM NEAR A WOODEN TUBE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE VARIMA ITA BATHROOM TAND IVE II
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,ATABLE WITH A FAEN SINK AND A LIINGROOM TAK
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LIVINRM WATEN WITH A TIM I AND  ROB
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A ROOM IN NIX OM ENWIT O SITTIN ON
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA BASK PASK THIN SODE OF A BUS A IIA
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA IS WALKING DOWN THE RAI
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,TWO WOMAN TALKING DOWN THE SID REK OX STRET
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A LIMAN I TENAR STATIN IO AN OINRAN
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA AND WALKING  BEHIND A CARK
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOS OF A BIDGAM TOA FRAN
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,BLACKEREPUTER OF SOTIN TITIN SOTIN SOAT
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF WON IN KITS HALDING A CAKI
