Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IT A PUBLIC RESTROOM NEAR A WOODEN TOBE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE EN WAL A PO ONA TAPEA
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,TABLE WITH A GRAZAN SIT ANAII TI
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,TWO CHILDREN ARE PLAY VI II FATE ON
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A MATO MIT AN IT  IT AT ITTE ONI
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA BASSTAP THE SIDE OF A BEND WITH A LARE 
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA IS WALKING ON THE GRASS
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,TWO WOMAN WALKING DOWN E SIDE DOCKIT RILLA
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,HILDREN SITTING EX TO IEE IN O IO
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA WALKING BESIDE THE BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF DAS I A BUILDING
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BLACK ERY FID OF A SIDIN TIN FIE FIE
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF BOYS AN FUIT OUT IN A TA
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,TO BAS IT POSATIN IN ONE IESAN I INTEE INE SE
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,A BA TA I I I 
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON SKI FLY THROUGH THE SKY
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,THE AIRPLANE FLIES DOWN THE STEET 
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A MAN IS FOIN WISTIN FOD
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A BIRD IS LIING HOLDING O BATO FI
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING OV A RAIL BALE RUS
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER ON A BAT PAT WITH A BASKET EE E HAT A HIT
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A MA DESK IT A TAIAAO AA IT POTE IO
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A COMPUTER IS WAITING FOR THE PITCH O HE BOD
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER A ABALL  IT A FELD
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HOLDING A BAT TO A FIELD
