Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE A MAS IIN A IEI
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,CABE WITH A PLAT OF FUIT AND A WIVINO TABLE
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE GIRL PLAYSING WIT A AY O I
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A GEEN MITIN ENI IT SITTIN ON
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA RAK PAT THE SIDE OF A BES  II
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA IS WALKING ON E REK
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A DOMI TACKIN DON TE SIDEDAK EX TA
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A LIVING ROOM ENR TIKIN EBET  IN THE OPEN RO
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA AND WALKING BEHIND A CACK
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTO OF A BIDWAY ERA FAN
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,BLACK ANDRY PATE OF COTIN FOTIN FODIN FOAE
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF GIS IN FIT HARDIN A PO
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,A DES RESERATED AINACETE ANN AN INTIPECTIONCITE
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,O BA A IN I  
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN SKIS WY THROUGH THE SEL
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,TO OTT CATE CAR DRYING IN E FED
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,THE MAN IS KITING LITUP TOI I
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,ETER IS MODING OVER IN A OCIN TI
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A A AN WITH AN AIR O U
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A BAT WATE PATE WITH A BAET WIT HIS BAT
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A MAN AT BAT AT A OSA IONTE ONPAA INA SABA A A
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A HIDER IS WAITING FOR THE PITCHU TO HI BER
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER A A BATT AT TO TE BITC
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HITTING A BAT A FIELD
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO MEN PLAY SAIN UNDE A PONSBE WHILE TWO OTHERS WATT
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PANDING TO EACH OTHER UNDERNEATH
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TWO SITZBRAS ARSOR ANBIDING ARE ABO E DOK
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING AE OM OME
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,  A O POER PI PAS PAYING VI WHILE OTHERS ASEN
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BIRD IS WALKING WEH THROUGH A DAN
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BIRD WALKING BOD AT E BOD
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A BASE STALKING INSIDE OF A TARKED TIEA FI
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A GIRL WALKING ONA FIELD INON FIELD
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHET AND WHITE BIRD PARKING ON  A BEACH
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,BADROOM WITH AA TO AAN AA
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLD BAD LAYING ON A BED WITH A BED
