Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTION NAR A WOODEN PEET
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE REEN AN AA TA OE I
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,ATABLE WITH A GATE TI IN A LOEN TATE
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A A WAITING TI TA O
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A GREENNIGT TE STAND E O A CITY BO
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING ON A BRON BLACK PAT TIN SIDE OF A BUS 
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA IS WALKING ON THE TRACK
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,TO DEBLE JACKAN I E ARE TET
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A LIVIN STREN AT TTONIT A AN ONININ
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,OK HOLDID UMBRELLA ITALKIN BEHINDCARK
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPHOP A GRAM TER FIN
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,BLAFFIC REPUTER OF TATEN TIIN TOI O A
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF LIN AND SKET CODOF  TACKFORM
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,TDE IRTEATED EIN ATECTOR SAN IN INTEON TEE
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,IN BI I   I
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN STEN FLY TRINGH THE SO
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,ATEAN TAKE ARF DRIVE
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,THAN ITE LOK NEXT TO E STRET
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,TERE IS AINBEE  OOTE
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,AN TON IT AN AIRBOT RUNWAY
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A WI  EE STAT WITH A BACKE INI ET IT
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A RANADA OT ONTO OMPAA IT   V T TE
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,AKEDERIS WAITING FOR THE PICT TO HE GROS
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A DASETOP I TAT A TACT IX TO EI
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A REACTON RASAD IN THE BACK ETRT
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TOMAN PLAY SIG UNDER HE FONTO OFE TWE OTHER WALK
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE SANDING WIT EACH OTHER UNDERNEATH
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TWO TIT TAR AFPESTIN BESIN ARE ON THE GROWN
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING NE OMOMER
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,RT POT PLAYING V WHILE OTHERS EVEN
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BIRD IS WALKING NEXT TO A DAN
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BE WALKING TET AT TO
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A BING TRUTI INSIDE OF A TRACK TEA
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A GIRL WALKING ITOA EXT TO IT
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITEMICROI OTIN O O
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,TATEF A TOPE ON TA
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLDFASHION LAYING ON A BEK OF TE DAY
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,A IDELATE COC WIT ITTY ONPETE ON
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG WITH A BOX AND A BIT ON A PALE
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,I DOG TRAIN IN THE BACKGROUD
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK STATE FI A AIN OA O
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,BLOCKET WITH BRIGHT CO PRECENDING ON  OLEPANT
43,A RED APPLE WITH A CLOCK INSIDE OF IT,TEMOFPY BO
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,AN ALON TUS WITH A KACE BACKIN UMBREL
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A BUSA APPLES  TO THE TE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH, PERSON IS JOPPING TAKING OP E STOVETO
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,WALK OVER E RAIN AIR
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,THRE PEOPLE WAIT OR NEXT TOME PIZZ
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,TO ORTAN ANLES THAT ARE ALONG THE BEACH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A DESSYMUTICATOR A FASTONE REDDIN
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,OPE PAIN IS ON THE TRAN IORT
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE LON SIN EX TET
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,TWO ENY ATGRAM A AN TE
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,PLANE ON TOP OF  TAT A RED OF PLAT TET TO THE TOO
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN GETTING ALON WAY TRACK
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,TLU TEDDY BEAR IS SITTING IN FRONT OF A TIRE TAK
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,I EX TI  N
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A RAIN ROAD TAN IN A TRAIN TAC
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR SITTING IN FRONT OF A INTEF FONT
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,AIG TEDDY BEAR SITTING NEXT TO SOME BASES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A SDAR STANDS ON TE BIC IN FRONT OF A RAVE
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A ZIDA IN TIN ECIN STRT
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER, SI I E 
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,THE IDOGIS SITTING IN A KEO
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A SIBO STANDING ON THA SINSTE
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,AN OXWAY BARK SIT  IN
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,SIVER WITE BIT COMPEATERS ON THE PLATGOROF TAG
