Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IT A PUBLIC RETROOM NEAR A WOODEN SIT
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE NON MI ITA TOW BORA ABEI
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,TABLE WITH A FAVING SINK ANDA IIN TE TI
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A A TABET I I IN IO
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A ROOM WITH NEX TA WIT I IT IT CITEN O
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA BESS PAST THE SIDE OF A BES WITH A MO PEIE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA IS WALKING DOWN HA ROAD
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,TWO WOMAN WALKING DOWN A SIDERACKET A TRICK
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,WOMAN WALKING NAT TO INTEA IN O ANRAN
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA  WALKING INBESIDE A BOS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF IN TOA BO
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A SACAIR HOTOF A SOMAN TIIN TII TEB
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF BOYS AN SKITS AUT IN A TAK
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,TWOBIRS SITTIN SATING INFIND A TENSOR STAND IN IN TA TITIN TO SOE
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,TO PA TAI I  I  TA
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON SKIS FLY THROUGH THE SKY
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIAIRSLAKE GIFE DOWN A STEEP STOP
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A MAN IS SKIING ON THI NES STI
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A VAR IS MAIN TAING ON TAIN KI
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING THROUGH A RAIL BOLD RIDING
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER ON A BASK FRON OF PLATE WWITH A BACKET WITH EPE TEPIRE TO HIT
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A MAN BOT PAA PASBASBITH ABACEA UPBAA BALPLAYR OA A PASBEE A SERVN
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,BAS HITTER IS WAITING FOR THE PITCH FROM HE BALL
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER AS BASBALL ON A FIE
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HOLDING A BAT O A FIELD
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO MEN PLAY IN THE UNLEVIN CONTER WHILE TWO OTHERS WONC
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PLAYING WITH EACH OTHER ON THE WII
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TWO AR PREPLARING ON O PIWO GAME WHILE OTHER WATCH
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN A GROOM WITH TOMEE
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,EMEMTIRE CINF SPLAYING WII WHILE OTHERS IDEN
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BIRD WITH BLACK AND RED SET A DINING O
