Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM WEARING WOODEN TABLE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,THE WHITE URINAL WHIT TIE IS ON THE FREND TABLE WITH A DISH
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A PLATE OF FOOD AND MUVINAN FACING ON
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE RED TABLE ITH A PLANE ON IT IN THE BATHROOM
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,I LIIN OAIIERET TABLE WIT A BAT AT A ONPE O
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEN ON THE SIDE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA HO IS WALKING PAST A BUS
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN WALKING DOWN TE SIDEWALK WITH A TIN PARK
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEXT TO A CMMETER BUS WITH AN UMBRELLA ON A RAIN DAY
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,WOMAN HOLDING A NUMBRELLA AND WALKING BESIDE A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGOP OF YOUNG SCHOOL BOWLS
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,AN PARTY WITH MOTLO OF CHILDREN A SITTING ORA BLODY BEDING
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A PAT OF WISIN SITS OF IN A HOTOGI APA
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,SCHOOL BOY SIT COSSBOLDOING OVR JRECK BIT SNOW AN VINTAGE WALKING BY TELAN
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,A SKAT GLASS WIL WIN WITH SOMEON STAND SIDE OF ARAT
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON SKIS FLY THROUGH THE SKY
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,THE SKIER TAKES OFF DOWN A STEEP LINT
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A MAN IS SKIING AIS JUMP AN A TI ONRA
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A SKATER TRY LEAVING BOV WHILE JUMPING THROUGH THE AIR
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING THROUGH THE AIR WHILE A HAG R
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH HA CATCHER IN POSITION TO CATCH A MITCH
