Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A TERT COLERD S OPPE BY SEVERALL A PLAY ON TARKI BAS 
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,EO CI TOAN AIN THEIR A A ON A BALL
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,AAA A EVE ON IT A POSSIBLE A TEIA
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A COUP O SOPLE IATING A CRISA PYIN IN A APIEL ABOV 
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,ATRAFFIC PASIN I ANAT JUS PODESTEC SWIN IPI ONE DOP
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,UP AN AY JUMK AA CONTRAACTION OT TERAIN OFFIE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS, A TAEA A TOWNE IN A FOSIS EYE
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,OTAS A OS A POSHIN AF TOKEN FO
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,ITTDILL PES ON THE PESES OF ABEDDRESS AN A PELLA COETETEA GAY
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,AERD OF YELPLOE ARE LINE ON THE OTHER SIDE OF AKI
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,A ODANTOS FIELD SANTING OF A A FAN
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,IT SIX CLOO CAKA A O 
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A COUPLE AR OLON IIN ITON ON A BA PUSH ONE BUS
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,AO BASSON THE SIDE OF EPENSIL LIHT ON THE STIRTH OF A BOAD
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,A CLOSE TAGED ON THE PANK O O GLASSI
16,A MAN ON SKIS FLY THROUGH THE SKY,A SKITY ER WITH A SKI AN LING LINE THROUGH WOOSIRTO ISTANT
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A DISPLAY OF TABEE ONROSRY IN OT FAC
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,I APCOUS F O OF  SIIN  AND EACH OTHER 
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR, SKIIS LOOKING THROUGH THE TITH O ONI O PEOPLE WARD THEM
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN IS SLONGH OSERTIN THEIRARPUTING O PE EN TO OT
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER AT A A STAT PLAYER I THE CACTURE OF A CESTION PAC A
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,PASONAL CITEO SEVERAL TESTEA  AA O O O IN T PASE TO
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A COP POKS OF A PIZSTA EGG ON A 
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A FACY WITH ANY I  EVERAL PLATES ONTHING AN A SYUP
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A CASY COTER HAIR WITH A CA AN AA  TA ANDA CLAT
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,NA PLAD ESTOR N SIA A TOUCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,A FETN TRAINS PINTED BOT OTA SITTNG ON A CASTEC
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,ASE PAS UNWAY FRO  ETAMPOITE TRUCT ON FR ON TORA
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF OPPLES NAR A GAMEOF WIT BOWLS ANO OF MAT
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,AN A SAKSH AN A AN MATT TWO PATA SHER HOPAT PA  ER
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A GROSE WITH WOTAN ITLIX ATON WOT JINKISH
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A STUDE OFVER OF FOUR TEN OF U OF BANASAS SITN A MOTORCYPE ON
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A POLICE POLL OTE SIGN OT A TREE NEXT  TE PAPE OF
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A COUPLE OF BOLI STOPSAR AI A OR  NEXT TO A GIRL
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE PLATE WITH SOM O AP AN A STRINKET AND PIECE OF TRIP
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,CAOF HAIR DOWN STAD IN A BEC ELO
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,A FLOSE OF TATACE END OF  FIEL PA
