Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A GAIR LAYING ALONG  SO BED STREET IN  AIRWHILE MAKING ATA BIDE OPEN
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A PLATE FULL OF BROAK PIZZA AT IS O A TABLE WIT SHOM PAN
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,N A PAKIN ATEREA I AS AN TRAN
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A PATE OF TABLE ARE NEXSA IN A PINTE GIRD
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A CSOME OL LATERS ON A TABLES LIKE A PICTUR IT I  BE
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A POOI STREETAND  A OG  OES AN A O  E RISB
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A TRUCK OPS  A PARKESS FEX TO TI
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A MOMAN WALKING UP A PAS CROSS O OBICES OF FRISBEER
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A MAN  HOLDING A PASS JET AT TACH FAILD JECT
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,MI IN ARAR LARING APASEC SIGN ON STO
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,A DISTRA NAK O  A SHIRT
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,INA DOT WITH OMIING ITH A BLIKNALLI STAF SERT 
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD, O E OA CHAKIN A CA
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,A PARO SO ON A BOTORFUL BUCH OF BS ANAATEIT ON THE BACKGROUND
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,TA POCE OFIIIN FRONT OF SOMETIN  OD OCYCLE FORLON
