Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL WITH A PUBLIC RESTARN ANARA WOODED PA
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE URINAL VERY TA ON BRAKLY WITH A PIFRENT HATE IN E ONA
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A TABLES FOOT AND LIMITET WITH A BASINIT
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,LITTLE RED TABLE ASING RAN ONI IN RAILROAD
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,AATE ITA MULTOBUE BENDON AN RIT AN AND WATER AR WIRE
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA AND WALKS PAST ON THE SIDE OF A BUS WITH A LARGE MADEN AN STAE INSIDE IT
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A PERSON WITHANG UMBRELLAS WALKING PAST A BICE
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A BUNCH OF POSSES DOWN OME WIDEWALK NAR A AIRA
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEXT TO COMMUTEVERTS WITH YONG GIRL ON HER HAND
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA WI IS WALKING INSIDE A BOVE
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF YOUNG CEAN HODS
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BLACK AND WHITE FLOTO OF JA MISON RITING FAM OF GREEN OMENT OT THE BALL
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A PAR FOR VOIY IN CLU MOLDEN A TIP MOPEN  A TABLE
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,SCHOOBO SIT COSWATED INDON OT A TRACKPOR STANDING ON THE BENCHES DRESSIN BI TABLE
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,BIG BROST ON PIZ AND TABLE AN AI AT CATE
16,A MAN ON SKIS FLY THROUGH THE SKY,ANON SITTINIT  LIRY AT CAFT
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,KIAIR TAKES OFF DOWN THE HAILON HIL
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A RAIL WITH A SNUCKED ON THE WOOD BAS ARFER WADING N ARWANE
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A SPATER IS LEATING OVER A LANGE OF AMFUE
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING THROUGH THE AIR WHILE RIDING A
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER AND A BATTING TAN PET AN ON PLATE WITH TA CATCHER IN IBASHAN TO CATCH A COT
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A RED ON GRASS AN BERE BIRD ITWIT A NECTER AND UMPIRE ASTAN IT PAROFL ENCLOSURE NA A EDOR BENC
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A CITTEN WICH MAY CONTAT E PITCS TO MAKE BASS OF I
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER ONS HIS HAGN WAITS ARTHE PITCH
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HALDING A BET ION ODE AMITI 
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO MEN PLAY TO NINTENDO IT ONSOLE AS THE OTHERS WATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO PLARS ARE PLAYING WITH EACH OTHER ON THE WEEDOT
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TWO WIT AN ROAD AN WHITE WINDOW NEAR  OR OVERGLOW
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN A ROOM TE OF REMOTE
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TREE POWE TRAIN TRAIIN N A AAY TO POERED IMAGE BOLDISPLAYING ET WHILE OTHERS LIT ON O I
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A GRASSH IS WASH OF RED FIT A ON A TABE
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BIRD WALKING TREEN A TRAFFIC AAIN A FO RAR
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A POCE WALKING INSIDE OF AN EMTERIA IRROR
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,THE BIRD WALKING ON THE TIDE OF E FLA IN CABNE CEILING AND OA OT CONE
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE AND LATE BIRD IS POTING BRY TABLE IL A CHAIR
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,TAS CLOSE ON A TALL MAN TOG  PARYIN IN AN VAGINININ HE AIRBON AFELD
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLD WALL LAYING ON A BENCH WITH A WALL
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,A BESY TALL PICTUR PEA PINK I ON IN
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG WITH A BUNNET AN A BOOK ON A COLETE
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BIG DOG IN LANG ON TOP OF A BEAD UNDER A BEL
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHAPED LIKE A UPTON A SITTING A AA
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,AA CLOK THAT LOOKS LIKE A BATBALL ITH OF ENGUINS AND A POLIPLATA
43,A RED APPLE WITH A CLOCK INSIDE OF IT,A SINPE BEAD HABIN BOUT INSIDE OF T TE IN IN NETTY LEAVE
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,ONA LONG TUG IR THE SEEP LOOKING ER FAT A
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,THE PLASTIC APPLE ARE DON I OT E TABLE SURFACE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,A PERSON WIR STUCKED IN TE PRISON  PARKF A OVININ PAK
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,A KIG BALL IT ORSES IS RACE TO  KIT
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,E PIPE I ITTY PICTURES AR A KA
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A BLACK AND WHITE PHOTO  UMBRELAN IS RIDING N OEN E PA
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,A BASEBAT WANIS PLAYING HAVING TA OTHER TANING ON CERD
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE BOMY RIDING ON A FIELD RIDORS
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A TRID THAT IS OVER A RAIL OF O A BRIDGE
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,TRAY ON TOP OF AN OVEN PAN IN RIVE TBET OFA TRAIN STADIN IN A FIELD ON COT
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN MOVING ALONG WAV TRACKS WITH SON IN THE BACKGRON BEACH
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,ATEDDY BEAR LIKING TELADNG IN I FRONT IN A WOODEN FIL IT BA
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,KID TERNIER NEXT TO PURL BONCESON IN THE OVE
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A TEDY BIRD TAKING O AROUND A TUNNEL WEARING A WELCOM
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR SITTING BESIDE A BE APPLIANCES IN E
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,PAPLE OF TEDDY BEAR SITTING NEDY TO SOME BIXES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,APIZZA PORS OWN THE PIZZA IN FRONT OF A ABIAN AKAE
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A SEAGUL PATED WITH PEE POLL A IN TO E COUNTE
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A RUSSYBOST AND WA OTER SITTING ON A PREPAIR A BORD
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,THE MANGO O IS STANDING I A YOUNG BID BI
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A CITY BUS TACKING ON THE SIDE OF A POP
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,THE TUCK OL  PARKING COMMOTER E ARE RIDING A TAIPA
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,WOTE BENTI BAG NETER ON THE SAS MOL OF A LIVING ROOM
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A DOUBLE DECKER BUS IS IT BEN VERD AT CILVER COP
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A POUBLE JECKER BUS DRIVING DOWN A CRICKER 
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,RED DOUBLE MEN IN BUVS AND TEMAL STANDING ON THE TOP
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MANIMAL WITH CELLPHONE OKIN ITH A SANDWICH ON O IN WATER OTTE
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN TAKING A BOUT OF ASSEMBLI TOT ISITIN HAN
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,MAN EATING SITTING AN TOP WITH A WHITE CATE
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A STYLE OF GUY SISIN HIS FACE NEAR A KITCHEN AMINET
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,A BALCON AN PAN   HED FRIES AND PLATE ITH MAS AND FISHES
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A PERSONE TARS BY AS A SOMPURE RON
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,A IVIN MINTIN TABLE WITH DOG AND A SURTE
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ON BAKING OT A DOG NEXT TO AN ANTREN
79,A MAN ON SNOW SKIS WITH HIS DOG,A ROM ITH STESS I A IN PIN
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON RIDING S ON TOP OF A SNOW COVERED SLOWELY NEAR A BOND
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,A GIRAFFE WINGING A BUP SWINGN O RIT A CAD
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAFFE STANDES A ROM WITH RO ANND STOVES INO EIT
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,A GIRAFFE IXANATS THE BIRD WHILE LEANING FROM THE BRANCHES ELOW PIG
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A GLAFFE THAT IS TRAIN IN O VRAT
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TALL GIRAFFE SRETCH AND SANDWICH ON A LAS PONE TABLE
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,THE MALLOP OF FRUSHINE WINTER ATIN VERIINTEIMOSOF E FLOWER SATO N BEAR
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,A BOYITS OM A TALL BUILDING AN AN SKIS NING TOWN
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A CASTET IS SHOWN ON THE BATTER NEXT TO A BRINCHR
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK MOWER STANDS NEAR A TREEN IN BUTHROOM LARG ODR THEZEBRA TIGPT STRUCTURE 
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,BIG BASEBALL COWER  ARE IN TE CITY OF MUSTA
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,A ERESTAN NAXT TROLS MURGA COUNE ON THE GRASSS
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN SITTING ON A LOG AANKING WATER MAKING A DRINK
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,MAN WITH A SHIRT UP SITTING BY THE PAPER WIN HIS ONA IS TOP
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGN LAYING ON A USH GREEN FIELD WIT BIT LIGHT
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,A MAN THAT IS SITTING ON NEXT TO A BODY WHAT WALTER
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,ATHREE PHIRTO TAKING IN PRINNE DOG IS IT A E  FEET TORGRO ON THE PILROW
97,A ROAD FILLED WITH CARS IN A DESERT,A ROSE FILLED WITH LELLERS IN A DASSINROOM
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,A RANKIN O TREE EX TOA ROAD FILLED WITH FIRES AN
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,TINEMAN PIDEIF A CAROF CAR AN EGET A O BEHIND THO
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,MAN RIDING A SKATEBOARD TOWARDS THE TRAVELIC ON A TORAIN ROADWAY
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,PAPER OF PEOZLE GATHERED AROUND A TABLE WITH AABO OFDON
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LONG TABLE MITTING CONTAINERS WITH FROD ON IT AND MANY PEOPLE AROUNDIN
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,PPO PINE DOWN THE WALA LONG WITH PICNIC TABLE
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,AVERIN A WV ORVI OUT AND BLUE AN RONGA WALLAN OLD LOOKING PICTURES N TAN WOOK WALL
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A GROUP OF PEOPLE WAITING WOD AT AN OUTDOR 
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,A CAT LAYIN ON A PLATE OF CHISAN AN A SAUS IN A ACEN
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A BLACK AND GREY PAT IS SITTING ON A COLETO PAT
