Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTERT NEARING WOODEN KEYBOARD
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE MURINALS AND BHAE TILE AN BENCHEPEN IN TE IT
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A PLATE OF SOK AND MAV WITIMEPACEN
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE RED TABLE WIT A PLATE ON I INTERE
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE, O E ON WHITE TIA BENC  BA IR SITTIN ON A SABARD
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUSOT A LARGE MAXEN ESIN ON OTHE SIDEO
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,OP OPE BOY AN UMBRELLA IS WRALK A BACKBUS
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN WALKIN DOWN THE SIDEWALK NEXT TE A MAN
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEAR TWO COMMUTER BUS WITH AN UMBRELLA ON A RAINWAR TOL
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,WOMAN HOLDING AN UMBRELLA AND WALKING IN BEHINDE CAR
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF JOLO STOL PAS
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A PLASTIC REPHOTA OF CHILDREN SITTING NO TASEN O
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF WITE IN A WID POTO ON A PLATFORM 
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,AIRBAS WIE TOSLATED INFRONT OF A TRUCKWORY SIGN AN AN ENGINE WALTING ACE
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA, SCHOOL BAK AREA AN TON NON  STRET TAC
16,A MAN ON SKIS FLY THROUGH THE SKY,TWO MEN ON SKIS QIE RINTE TA
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,HI AIR TAKES OFF DOWN IT E CORT
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,THERE IS A OMON  IS LI TENIGHT
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A SKITER IS READING PHOTO WETON IN THE AR
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING WITH AN ARA BOAT RIDIN
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A BATI TAND AT NE LAT WITH A CAPTORED IN E SE AS E OS SHIN
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A ANAT DOCK AT A PIRSUS WITH A JUMBE ONPARE CON A PAERO IT POISES ON A IT BAREGROUND
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A PITLE IS WAITING FOR THE PITH TO BE DOT
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER WAITS AN ATE WAT TO THE PITCH
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER IS IN THE BACK O APO T
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH, MAN LAG SANS ADEREN PASSBLE WHIS THE OTHERS WATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO BREDS ARE PLOWING ITH EACH OTHER ON THE WAG
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TWO TETUMBERS ARE PLAYING VITEO GAMES ON A MOTOR RUN
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING AT A BLE IT OF MOOR
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TWO POLLE AINS TWO COLLEGE AAGE BOYS PLAYING WII WHILE OTHERS LOOK ON
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BIRD IS WALKING RIGHT THROUGH A DINING ROM
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BERD WALKING ATON IN FONT OF A RONAN TABE
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A BENCH WALKING INSIDE OF A PASSE AREA AREA
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A BIRD WALKING ON A SILE FOR IN EX TERAD
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE AND WITEERDAN US A RYING AIN A CHAIR
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,TAR FLOSEOF A DOWN ARI IN A WEDDING A WOM
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLD DOG LAYING ON A BENCH WITH A BOOT
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,MANY AN AV OV PORT IT AND TREES ON WOD
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG WITH A BINNET AND A BOOK ON A PILLOW
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BIG DOG IN RAYING ON TOP OF HE BED UNDER A BOT
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHAPED LIKE A PAVES OF E OAA
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A CLOCK THAT LOOKS LIKE AN OWL A PENGUIN AND OTEPAN
43,A RED APPLE WITH A CLOCK INSIDE OF IT,RED APPLE DOBING RIDEN IN THE STRET
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,AEW LAN CROCK TO THE STREET LIKE AN AIREANA
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A PLASTIC APPLE  LINED AN ON AF TABLE SERFACE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,PERSON JONY TINING SOME SOFEAR
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER, TO FORN HORSES RACING TGETHE
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,TWO PEOPE A TI ON  AIN TRE
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,TWO HORSES ARE RACING EACH OTHER ALONG THE BEACH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A BUSTIN MOTE POTER OF FASSONGE RIVING EBO
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,TWO PASSENGERS ARE MOVING DOWN THE TRAIN OON RIDG
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE ABONTE SIDE OF A WI TRA
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE, A TRAN THAT IS ON THE RAIL OF A BRIDGE
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,A TRAIN ON TOP OF A LOCAL PAST SET OF TRAIN TRACKIC AND FIELD ON O
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN WITHING ALONG BASE TRACKS WITH MOUNTAIN IN THE BACKGROUND
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,THI TEDDY BEAR IT TITEN IN FRONT OF A IEEN BO
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,AT NEX TO WO BOX 
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF A TOCK
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR S SITTING IN  O ESERT ET BLAXES
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,ALD TEDDY BEAR SITTING NEXT TO SOME BOXES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A ETER STANDS ON THE PITC IN FRONT OF A AEA
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A SIGAR PLAYN A A RARON ON  SOWI
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,SYBUS  SAND NEAR THE WATER
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,A BIG BAR  TINDING ON HE WO BA
65,A SEAGULL STANDING ON THE SAND OF A BEACH,THE ZENU IS STANDING ON THE SIDE
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A BUC FULL OF TRASSIN E I O
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,OVER BECKER BROS TREET SITTING ON THE TOP OFALL WHILE WAN
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A RESIDENTY VARGE CITTRISE WEARING A COPE SAWN
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A DOUBLE DECKER BUS RIDING DOWN A STREET
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,A DOUBLE DECKER BUS SITT IOR SANDING ON TOP
