Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN STAEBA
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE AND ONYALD BOY HATTING ON TE EARHELDER I A READY TOIN TE BA
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A BOOK WITH A PRABLEANAIDIN I PAC
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,LITTLE BE TABLE HOLIN PLAN OI A PAD
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,REN ONEPANT IN IT RED ABLE BE DISPLAYED EN O OM A SKATEBOARD
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUNCH WITH A LARGE MAGLOEN WOMAN FLYING ON EHE GOND
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN DRESSING UMBRELLA AN WALK IN FRONT OF HEMVITE
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A BUILDING CROSSES ROUN A SIDEWALK IT NEXT TO ARAN
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEXT TO COMMETER BUG WITH UMBRELLA ON A RAINY ENTIBO
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,WOMAN HOLDING AN UMBRELLA  AND WALKINGINSIDE A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF YOUNGSTEELE NEAR A S
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BRIGHT AND WHITE PHOTO OF CHILDREN AND A OMAN NEAR TAE
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF BUYS AN BOIT HOLDING A GRASSWALKIN AR
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,A SCHOOL BOST IS CROSLATED IN FRONT OF A TRUCTOR SETTING A INTAGE TRACTION BATET
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,A STARE PADESTAL  ON A RADESIE  IN A ESIL TOL
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON SKI WITH FLIDE PRIMPLE JA
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,TR ER CAKES OFF BROWN TE SINK ARN
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A BEAR I  TO E WASH I IN A MOUNTAIN SLOPE
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,SPEEKER IN LATING PHOTOME OF JUST N TRE TET
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MANS SING THAT THERE ARE WOLL PARKING
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A BAT AN STANE FETINAL KITE WIH A TATCHER WIT ASHIP IN ASETIT
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A MANAN RAT OOF A FERSIS TOEUPAN ONPIRE E ANA AND PREPARE TO FORD FOATING E IOA
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A KITTEN IS BATING FULL OF CUCH O MAT BLAT
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLARER WHITE LU BAT AND WHITE SING WIT A REDISH
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HOLDING A BATET  TAL HAR
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO ROOM PLAYE ANDING ADO GIN CONTOL WHILE THE TWO OTHER WATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PLAYING WITH EACH OTHER ON THE WOI
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TO IT TWO BORD IT A PLIT VISENA GANA WHILE ELD IS LONG
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN A ROOM T CUP FROM A SAUCE
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TWO POTTER CHIS ATWO POTTEE ANCH BORDS PAY EATEN WITWHILE OTHERS DESIGN
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BIRD WITH ONE IT REDH CUIPE IS OT AN VEGETABLE
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A VARYU TALKING AN COON WITH AN AT E TABLE IN AOMTAR
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A BUSE WROLLING INSIDE OF AN ADVERTARIA AREA
