Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM WEARING A WOODEN TABLE OPENI
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE URINAL OF TOY TIE IS AN RED TABLE WITH  ASHE
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A PLATE O AAN AND  MASING CREE
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE RED TABLE AND A PLATE IN THE BED
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,AM DELOR DETS OR TLOOKS LIKE A PICTURE OF II
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A HOPOF POLIC UUMBRELLA WALKS ATHE SIDE OF A BUS WITH A LARGE ADVENTISE O POLICEFRISB
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A TRUCK TRAI  IS PARKED IS PAST E BUS
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN WALKING UP O A SIDEWALK NEN O LOOKS A A FRISSER
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A GROUP OF MEN WALKING NEXT TOC ITA BASTIN UMBRELLA ON A RAINSTAP
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,WOMAN WAVING AT THE GORL LIING MOS BASIC SIGN OF PARS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,A BLACK AND WHITE PHOTO OF MENS CORING ON A SHIT
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A  LALING BOT SITTING WITH A BLUE TALLY STANCES
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A STA OF BOYR SITS ON A TSTOP AE OFAN AATMET
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,TWO HORSER IS ON T A BEAUTOFUL BECHOFBOATS  AND VINTAGE WOKINSIDE ON THE BACKR
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,THERE A I PLATAN EIPHONE OK I TO TOLDS ORCYCLE FOR 
16,A MAN ON SKIS FLY THROUGH THE SKY, BAT CAN ON HI SKIS AND HIS FLIGHT ONTO THE SKY FIELD
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER TAKES OFF E DOWN OF STEEP HILLS
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A MAN IS SKIING N HIS SUFA
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A SKIER IS MAKING O COUPLE JUMPING THROUGH THE ACKOF SEB
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING THRURFY AIRWATON ICKABILT OF SKIS
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A BATTET STANCE AT AME PLATE WITH A CATCHER OMPOSITION TO CATCH THE MITCH
