Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A GIRINAL IN A PUBLIC WESTROOM DROM WITH A FIDE BOVE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE PURA ON A TOPING SIT NY TO OF TAAN GRASSOF WIVERBOT
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE DIPLAT OF POT A A VERON FISIN ONEO
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE RED TABLE ITH A PLANE BUS IN FAD
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A OI PIN PETE BEAR RIN TRID E SETINOF SYC
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,AN AALDARLINE COCKS PASSED BESIDE OF A FOSE WITH A LARGE APPLE ISNI ON THE SIDE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A SNEW OPERED ELECTIOON UMBRELLA US WALKITH A PAST EVICE
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A MAN IS WALKING DOWN THE SIDEWALK XTOEO
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,TO MEN WALKING NEXT TO ANER RASWIC UMBRELLA ON A RAINDAY
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A STORANT ELEDING LITTLE CROW ARE I WALKING BESIDE A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,A LARGE AND WHITE PHOTOGRAPHED ON OF A SCENE OF I
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BLACK AND WHITE BOL A GEA SITTING FITIN A RIDO ANIT
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A PAT OF BRIE CAKS TASS ON A TOPP
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,TWO MOTORCYCLES LAKE IN A VERY ARTED SIDE INY TYTRAFFICD LIHT VARID
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,A SA YDRANT AROUND INSITN INSIDE OF A TAR
16,A MAN ON SKIS FLY THROUGH THE SKY,A BICYCAN LAN ON A SCOONLASSUFLY THROUGH THE SKY BY THE GANO
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER TAPES OFF ROWN A STAT PARE
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A MAN ON SKION HIS BACK TOP TOWARDNG AN OTEN OT A 
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A SADER IS MAKING POK OCH UMP AT THER I
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,O MAN FLYING THROUGH AN AIRPORT IANI AI A
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A BATTER STANDE ATPLACE WITH THE CATCHER POSITION TO PATCH A BET
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,ATRAFIIT U ESITATON TAN VES N A PUSTIC CYCIOF A E PAR PASIN OT A ASSO DINE
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A KITTENIS SITTING ON HE PITCH TAN DOP A WALL
