Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM OURAN WAIN O
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE ARTA TYPE I AND TABLE WEAR AN A
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A PADE AN WAL DASIT BATHR
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE RERN TABLE WITH A PLATE ON AN ENA OFI
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,TAFFIC TASEN IT ANGLISHIS AFESEAL CHAIN FOPING OT TE OT
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A POMAN PULDING UP ARALLA ON A JUCKD PASSED THE SIDE OF A BUS  A LARGE ATA POLICE AT OS
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA IS WARTING TO PRASSIC BY
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN PARSON  STEETINGI A OSHIN AS TOKEE
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,YONG WOMEN WALKING NEXT TO A COMMUTER BUS WITH UMBRELLA ON A RAINYDA
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA AND WALKING BENSIDE A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,A BLACK AND WHITE PHOTOGRAPHD OF BELTS O A BAA
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A MACHNI WHITE BOT OF CAKE SIT IN AT
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,OPAY OR EIIN SIT ON A PEAN OFE BUS
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO, SCHOOL BOY SITS PANS A A CANBRIDGE ON THE OTHER SIDE OF E FENCIN AP ON TA BLURRY OVIME
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA, TAG ON TE CAKE WITH A SOCE EXTO ASIDE OO
16,A MAN ON SKIS FLY THROUGH THE SKY,A CDYO MAN ON HIS SKIAND AS HE FLIDE THROUGH HESEGADISIT
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER TAKES FF DOWN THE STREETUPA SN
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A MA SPISING A ZIT JUCK IN TO AND EACH OTHER
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,THE SKIER IS LOOVING TOUG THE SOME JUMING ON EE BOARD
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING THROUGH THE AIR WHILE RUDING T KETO
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A BATTING STANCE AT H PLATE IT THE CATCHER IN POSITIONED TO CATCH E PITCH
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,MEN AT BASMON SETTING BORKTIFOSEVERAL ASAA TENNI COSING OF SA
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A HITTER IS WAITING FOR THE PITCH TO GAT BALL
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS OVER THE TETCIS
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HOLDING BAT NEXT TO A SBASE CART
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,DIFFERENT PLAYIS TENT OF PIZANSON ATHE OTHERS WATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PEMATING T EACH OTHER SITTIN ON A ATE
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,ISOTO THE TOWI EPLAY VIDEA BAVES WHILE OTHERS FLI
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN A ROOM FULL OF MOTES
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,AN TEITEETH PASSENGE INICH OLDANS PLAYING F IRDS
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BISE IS WALKING BRIGHT FIX A GIANT A
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,VERY FOR PANE OFAN ASTE SITG AT A MUTY I
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A POLICE WALKING INSIDE A CANR TA PAPLE
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A COUPER OF BODES ARE TARKD  AT TE TAA  A SMALL GIR
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE PITE WORT A POTO PAPE ON A TABLE AND PIECE OF TRUCK
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,CAT CLOSE UP OF PAIR DOLLS LAYING IN A BED
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,A FORSAL TOK LAYING IN A BED A E
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,NO IMTATE OF LADY TOBE IT AN IDETA KIT SHE GASS O  IENT
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG IN A BONIT READING IN A BOOK ON A TILES
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BABY DOG PLAY ON HE BOP OF A VESD AN ER ONTOP
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHAPED INTY APPLE SITTING ON A TABLE
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A SLOG SECKLE OF SNIKE AND APPLE AGREEN AND A STALLET HAT
43,A RED APPLE WITH A CLOCK INSIDE OF IT,A BAT HAS OF TOP IN SATE N A SOE
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,AN AWON LINDER  THE SIT AT IN FRONT OF A AE
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A PLASTIC APPLE ON A CLOCK AY NEAR ECTOVY SOFACE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,A HORSES SNIFFING ON EE RACES AND TOCHIN A COSE TO E SYDEWALK
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,TWO PEOPLE ON HORSES RICE SOME TOGETHER
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,A SKERE TEAKING A STANFRON TO THE PEST AT SOME PEOPLE WATCH
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,ATE THE HORSES ARE FRACING EACH OTHER ALOG OF BEAK SHEEAC
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,TROTS BARKING WATER AT A CACICAL TAG ON THHORS HE ROAD
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,TRAFFE LASH RIDES ON TE COWN E THE RAIN ON A TI RA
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE BUMG RAIN IS INTRTO TIT
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A TRAIN THAT IS ON A RAIL OVER A BRIDGE
