Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL WIT A PUBLIC RESTROOM NEAR A WOODEN SINK
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE AND MITH WHITE TILET IT AN  TABLE WITH A BAI
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A PRAET AN SINK AND A WIRINLESS TAS
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE SETTI TABLE WITH ATINE ONT AN BATHROOM
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A RIROON MOUVMENT AN A BET TABLE WITH DISTOY SIT AND COUNTER TABLE
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALK PAST THE SIDE OF A BENCH WITH A LARGE LACKA OEIN IDE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN BOTH AN UMBRELLA IS WALKING ON THE TRACK
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,TWO WOMEN WALKING DOWN THE SIDEWALK WITH ARILE
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEXT TWO COMMUTER BIKES ON E ROAL ON A RAIN 
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA AS WALKING BESIDE A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF YON I DOY
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A FRIGT AND AT PHOTO OF PODINS AN AN COSEN ON A TABE
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF BOYS AND FOOTS HARDING A GLASSWA
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,SCHOOGERS WIT HORSWATIG IN FRONT OF A TRUCTOR STANDING ON ENPTYGE DRECK ANE TO
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,SCHOOL POLER PAYERS AN  ONTABE IDIN A REPET CAT
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON A SKI WITH FLY RIMKLE JAT
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER PLAKES OLF DOWN THE STEET SLIP
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,E MAN IS SKIING A MOSWASH IL TIIN A MOUN
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,AI GIRD IS IN THE AG POLDING ELA JUMPING KEEBOARD
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING TIUG THE AIR WHILE RIDING ID
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A BATTING SWING AT HIG PASE WITH A PATCHER AN PEJISTES TO CATCH A HITT
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A GIRL ON BAT  LITTLE FISBIS WITH A TATERAN UP HOLDS A TATEAND A TOLER POPLES POSES BETWEEN  DORT WA 
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A KIDTER IS POSING FOR THE PITCH TO HIS BUG
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER ON A PINK BAT AND THROWING A BABA
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HOLDING A BATET IN A FIELD
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO MEN PLAY IN AN UNDO WIIE CONSOLE WHILE TWO OTHERS WATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PLAYING WITH EACH OTHER ON THE WII
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TWO WITH PEPAIRING AN APOT SCISRO GAME WHILE HELDE LINGE
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN A ROOM WITH OME REMOTEPHON
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TWO CHILD TIN TOYS PLAYING THE WII WHILE OTHERS LOOK ON
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BIRSE IS WALKING RED SHOE A DOWNRANO
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A VEROS WALKING PETE WITH A PAPETATOR IN A CORTHON
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A HUGE WALKING INSIDE OF A PASSEGE THOGH A DOOR
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A BIRD WALKING ON A TUNNY CAIR IN PAT E BLU RA
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE AND WHITE BOS  HORSONED BY A TABLE 
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,BLACK FLOTA TOFF YAN LO ATING OWIT A IG IN A RO
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLD DOG LAYING ON A BED WITH A BOOK
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,A WINPOF TABE DOL IS ABOOK BEE COPO ON A BOY
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG WITH A BOY AND A BOOK ON A PILLOW
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BIGE DOG LAYING ON TOP OF A BED UNDER A BOG
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHOS OF AN APPLE SITTING ON A PABE
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A CLOCK THAT LOOKS LIKE AN APPLE OF HENGRIN AMEPOLIC LAPTOP A
43,A RED APPLE WITH A CLOCK INSIDE OF IT,A RED ACTE WIT CLOCK IN TIG
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,AN ALON CLOCK WITH A SINK OF TAN ATLAY ON
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,OFA PLASTIC ATLET AT NEXT TO THE SIPAS
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,PERSEON PI JUMPING TOABEE ACROSS A COAST ON SOMEBIN
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,THE PEOPLE ARE HORSES AND GRAZE IN THE AIR
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,TEW PEOPLE A HACE THEIR DRESS IS FOLE IT
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,TWE HORSES ARE RACES EACH OTHER ALONG THE BEACH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A BLACK AND WHITE PHOTO OF BARSONS RIVING ONH WATE
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,A TRAFFOR TRAIN MOVING DOWN THE TRAIEN ON A BRIDGE
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE LON TRACK EX TO A A
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A TRAIN THAT IS ON THE RAIL OF ROAD AIN  TRACK
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,TRAIN ON TOP OF AN OVERPASSENGERT PETT OF TRAIN TRACK AN CLEAL ORROWA
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN MOVING ALONG A TRACKS IT ON IN TRACKIC
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,TWO TEDDY BEARS IS SITTING ON FROP OF A PILED PROTET
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,A ATOF IVAGOF A BAR BOXES ON E SEK
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A TEDDY GER IS SATTING ON A GOVERNET PARTE BATE DOG
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR SITTING IN FRONT OF A PUPE BOUT 
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,A BLIG TEDDY BEAR SITTING NEXT O PIE SOM BOXES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A SKABOAD STANDS OUN THE BEACH IN FRONT OF AI WATY
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A SEABULL SHANDING A WOODS ROW ON  SLAND
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A SIFER SII ON TE SURF A ACH OF WATER
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,THE BIRD BOWL IN I TEE I THE THE IC WAT
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A SEABIRD RENCING ON THE BRANCH OF EN EACH
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A BUS PULLED AT E POLIVODED DOWN  RED ROAD
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,SOBERESTURE BUS WITH PEOPLE ON THE PASK AROW ON ROAD
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A DOUBLE BUSER BUS ES GIT TE ROVER THE POKING TROP
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A DOUBLE DECKER BUS DRIVING DOWN THE STREET
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,THERES DOUBLE DECKER BUSES INTERSTATIN ON TOPS
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MAN EATING HIS MOUTH OD A A PLATE AND IN FRONT OF A A WATER BOTTE
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN TAKING A BATT OF EBENSAGE WITHOUT USING NEWPAKE
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,A WOVAN S STANDING THETOP OF A WHITE PLATE
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A SMILING GUY ASIN PLATE NURSIN TANDI
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,IBOUT IN GOOD HAND A MAN FRIES ADUT A BEE PA
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,APAIS OP KI STANDS BY WITH SKIER ON A HILL
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,A PERSON ON TWO SKIS AND A DOG IN THE SNOW
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ON SKI TOT A DOG NEXT TO 
79,A MAN ON SNOW SKIS WITH HIS DOG,A YOUNG LITTLE SKIP KIING TO E I
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON LANYING A ON TOP OF A SNOW COVERED SLOPE NEAR A DOG
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,A GIRAFFE INTO AN UTEA  ON AN POLE
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAFFE STANDING TOTER IN BRAF COT AND COST
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,A GIRAFFE IS STANDIN BY A HORSE WHILE LEANING ON THE BRANCHES OF A FEED
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A GIRAFFE THAT IS STANDING IN THE GRASS
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TALL GIRAFFES TRESSED IT CEBE KILE LEANS OTERT
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,A PALOR OF MUSTIN ER ET TERR AN INGIVE A TOWER OLLN  BI BAND
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,A GRAN  WITH TALL BEAUTIFUS A BE AN THE OLD TOWNER
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A CRAFTING IS SHOWN ON THE WADER NEXT TO A BRILGE
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK TOWER STANDISG NEAR A TREE AND OTY LARGE OLD LAVENTI FICE UK I
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,BIG BIG OCK TOWER ALLEY ON A CITIT MAD
