Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM NEARING WOODEN KEYBOARD
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE UNINAL WHITE TOWER ANDA BRED PIPER WITH A DITCHEN
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A PLAE OF SINK AND A VIVIN ROOM PATONO
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A NITTLE ROOM LABLE WITH APLAYN ONN IN THE BATHROOM
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A LIVING ROOM NIT O A BEND TOL WITH WHIT SITTING ON THE TABE
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUSH OTD A LARGE METE ICON ON A AL
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA IS WALKS BESIDE A TURK
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A MA
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEAR TWO COMMETE BART WITH UMBRELLAS ON A RAINBOW
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN POSING AN UMBRELLA AND WALKING WITH A FIGHTER BAR
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,GLASS OF WHOTE PHOTOGON A POTRAN WITH TOOR FRIENDS
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A TLAFFIC WHITE PHOTO OF PODMET SITTING HOLDING FOR A POPES
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF BOYS IN A BOOP HOLDING A COPOE
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,PHADULTS IS HORSE LONDENG IN FRONT OF A TRUCK WORE SANDING AND EMTISE WALKING A PITER
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,TE TRUT AR IE TATE POSING TOA TECTO
16,A MAN ON SKIS FLY THROUGH THE SKY,THERE IS MAN ON SKIS FLIS RON THE SIL
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER TAKES OUT DOWN HA SIT TIP
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,TE MAN IS PUDING A WADBOARD AN TI TE AIR
