Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RETROOM NEAR A WOODEN TABLE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE ANIMA LOW TOWE SIT ON A TABLE WITH A APA
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A PLATE OF ANFAT ANDE MATING WE FOOD
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,LITTLE N AT TABLE INITIN PINTED ON A BATHROOM
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A WAMAIN ELEDENT TO A BECTABLE WITH DISPLAY ITEN CONVERSATION
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BENCH WITH A LARGE ACPE II IN I
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA AND WALKING IN FRONT OF HE GRASS
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN WALK AROUND A SIDEWALK WITH A TRILLA
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEXT TO A COMMUTOR BICLES AND RAAR ON A RAINY DA
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA AS WALKS TO BESIDE A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF YON TER BO
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BLACK AND WHITE PHOTO OF PILDENS PANDING ON A MARCAE
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF RIKE AND FORTS ARTIN A GRASSBON
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,SCHOOGES IS ELSATED IN FROND A ASTER TANN AN ENPTE CTACONE TOO
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,TOR POTIC PLAS AN O EATE E AN OTERBALL BA
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON A SKIER WIT FLY GROUP OF GATS
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKI AIRPLATES WILE DRON E SI TIELD
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A BATTER IT PU WOSWASH ON TIE AN MO
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A SKINTER T IS NEIN PULLAR MAL JUMPIN TEA
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING IUN THE AIR WHILE RIDING OA
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A BATTEN SING TAT HAL PLATE WITH A BATCHER INHO EES TO CATCH A HIT
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A DOUN DAG ITA HIRD WIT WITI UEN OUTSIDE OF A CONTEON A TOILET PICKL A COSU A  DONUT 
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A LITTLE BOY BATING FULL OF PICUCEE BLAS
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER ON A PIT BAT A AN ON E BAA
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HOLDING A BABET A A FIELD
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO MEN PLAY ON AN ENDO GII CONSOLE WHILE TWO OTHERS WATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PLAYING WITH EACH OTHER ON THE WII
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,JUK WIT TE BEARS IN A SLICE VISEEO GAME WHILE OUSES LIE
