Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE NMORINALIC TOY CAT IN A E ARERAVE O ATENTHE GRN
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A PAPER WITH A PREABE ANA APE IDIN TE PASE
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,LITTE REN TABLES ONOLDIN PLATE ON IN BATHROOM
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,TERE AR A GIN ELEPHANT AER RENC TABLE BEN DISPLAY ONTE TABLE
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A DESK WITH A LARGE AGGLET IS LO OUTSIDE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN SURKING UMBRELLAAS SHE WALKS IN FRONT OF HE GRACK
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOBON COSTEN YELN A SIDEWALK WITH IX TO ABEN
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEXT TWO COMMUTER BUS WITH AN UMBRELLA ON A RAINY ANIPALT
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA AND WALKING  BESIDE A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCIR BOYIN SE
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BIA WHITE PHOTO OF CHILDRENANA ANEN NER TO A ARTEN
