Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE AND URINAL WITH WHITE BATO ON E FERTH WITH ALITE WANTIN AM
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,PAPER WITH A FREEFE  AN AIDIN WIT PACEN
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,LITTLE ROOM TABLE ININ PLAO IN BATHROM
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,GREEN OO PAN AN SIN AT RED ADABLE WITH DISPLAYE ANDOPAN TABLE
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE HAGLOT AE WOMAN DRYING HER ON
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN DESANG UMBRELLA AND WALK IN FRONT OF A RIDE
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN TOSSES ROUN A SIDEWALK WIT NEXT TO A RUN
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEXT TO A COMMUTER BUS WITH UMBRELLA ON A RAINY ENTECORT
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA N AND WALKING INSIDE A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCER BOR CECT
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BRIGHTLAND WHITE PHOTO OF CHILDREN AND A OMAN NAR TOEO
