Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM NNEAR A WOODEN KEYBOARD
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE URINALS AND WHITE MILING ROOM ITD A BENCABER WITH A WINDOW  T
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A CLAT OF SON AND MANY WITI EPATIN
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE RMD TABLE WITH OL A PLADE ON IT IN A WIV ROOM
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A LIVING OT WHITE IA BENDA TA WITH  WHIT  AND E OBE
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE FROTE OF A BUSON OT A LARGE AXENT ESON ON ON RAPII
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA AS IT WALKIN EBACK OF THE BUS
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN WALKING DOWN THE SIDEWALK NOXT TO A MAN
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEAR OTU COMMUTER BUS WITH AN UMBRELLA ON A RAINWOWING COUR
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELL AN A WALKING IN A HINER CARK
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF JON SCHOOL PES
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A PLANTIC WETPHOTA OF CHILDREN SITTING IN OLDIN PAROD WOIN
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF BOYS IN A ROOM HOLDING A CATPHORN NIN A TABE
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,AIRBOTS ARE TOY STATED IN FRONT OF A CHURKWAY SIGN AN INGINE WALKING AN CAER
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,ASCHOOL TYP ARMITIN PATE MOT TEN CONTECTION
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON SKIS FLIDE RIN THE SKOIL
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER TAKES OFF DOWN A I HILL
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A MA IS OMPUTNIG A ISFLOPE  KI INTNOW
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A SKIER IS LEADING OTER WHILE JUT IN THE AIR
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING ITH AN AIRABORT RIDING
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A BATTIN HAND AT NENT PLATIN WITH A CATCHER DIPOSITION TO HAT A HOME BALL
