Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC WESTERN NEAR A WOODEN KEYBOARD
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE MURIMAL IN BA PIE A BEPAPER INEKITCHEN
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A PLAT OFPO AND ADEWIDINAFACES
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE RED TABLE WITH A LAD ON IT INTE LATHOOM
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A LITTING ROOM NEXT TTO A BENITAN WITH A CITN CONE TABLE
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A DESKROITH A LARGE ACNET AS SING ON E SIDEW
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA AS IS WALK PAK BRUNS
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN TOCKING DON THE SIDEWALK NEXT TO A HON
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEXT T METER BUS WITH AN UMBRELLA ON A RAINTA
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN ABROAND WALKING BEHINA BAR
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF YROK SCOOL FENCE
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A PLASTIC WIT HOL OF CHILDREN SITTING OLDING TANINBOS
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A PIRPOF BOYS IN A WOOD HOLDING A SOPBO
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,SMALL BASS WITH HOL LADED IN FRONT OF A CHALCOATE SIGN AND ENGINE WALKING AN FIELD
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,SCHOOL TOP ONWIH ONPATES AAS TE INTERCEPTION
16,A MAN ON SKIS FLY THROUGH THE SKY,TWO MAN ON SKIT A QUIET RANTY SKY
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A PEOF TAKES OFF DROWN WITH TET PEL
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A MAN IS IRING SWOT LIT IN THESNOW
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,THE SKEADER IS READING OWIL WILETOE IN I AA
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN PLAYING WITH AN ARABOT IDING
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A VATIAND AT NEXT PLATE WITH A TACCOR IN TE STREET AS THE POACH
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A ANABAT AT AIRTU WITH SUNTLE ONHIRE CAT APAER POSIN IN EY BARGROUN
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,VAPICLE IS WAITING FOR THE PICH TO BE CLOCK
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLATER HOLDS OME PAT WITE WITH A FITCH
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER IS IN THE BACK OFSO A BIS 
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO MEN PLAY AINTENDO I CONSOLE WHILE THE OTHERS WATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIEND ARE HOTEN WIT EACH OTHER ON THE WHEEL
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TWO ENCLOTEMBER ARE PANEEO GAN ON A MOTORS WAC
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN A ROOM AMONG OS
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TWO LTWO COLLEGE IGE BOLES PLAYING WII WHILE OTHERS LOOK ON
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BIRD IS WALKING RIGHT THROUGH A DINNG AM
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BEAR WALKING O AAT A AROO CABE
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A PIS WALKIN INSIDE OF A CATETERIAL AREA
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A BIRD WALKING ON A TILED FLOOR IN A CATTURIN
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE AND MICROWVIN OLTO BRYING ANOI CHAIRS
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,HALF CLOSEUP OF A DON SARB NUTING A VED  A WOTA
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLD DOG LAYING ON A BENCH WITH A BOT
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,WOMAN IN ADING OLLFOR CMPUTEN ONTIT ONWOL
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG WITH A BON AND A BOOK ON A PILLAW
