Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE ANOAL OY PAT RASSE A IOT
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,APAPER WITH A PAT AND ATI INDENTE STES
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,NITT RED TABLE ITA PLANE OIIN PA
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,ATIN ELEPHANT IN ATRACKABLE I DIPLAY  ONTE TABLE
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A DESK WITH A LARGE AGLETDISNES ISIDE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN TAKING UMBRELLA  WALKING ON A TRACK
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A DODING COCKER OWN A SIDEWALK IT NEXT TO TER
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEXT TO COMMUTERBUET UMBRELLAS ON A RAINY DAY
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA AND WALKINGTO BESIDE A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF YOUNG SKALE BOADS
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BLACK AND WHATE PHOTO OF CHILDREN AND A POENT NEX TO A A
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF LINES OF TOT OUSE IN A GASTOP
