Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE NNMALS LA TIE AOND A TABLE WITH A IT
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A FLAZE AND SINK AND A WOVENLESS PACES
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE RED TABLED WITH AFRAN ON  IN BATHROOM
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A ROINROOM NEXT TO A BEDTOR WITH TOY SITTING ON THE FLOR
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKD PAST THE SIDE OF A BUS WITH A LARGE ADVERASI
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA IS WALKING AN A ROAD
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN WALKING DOWN A SIDEWALK NEXT TO A BEN
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEXT TO A COMMUTER BUS WISH N UMBRELLA ON A RAIN
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCOOL BOAYS
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BLACK AND WHITE PHOTO OF SIVAN SITTING SOTIG FORA POTE
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF BOYS IN SIRTS OLLOWING A SOSSWALK
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,TWO BOYS SIT COUT SOLDING IN FRONT OF COUSWAD STANDING IN FRINT OF TACKN AR A CITOR
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,TWO CAWS STANDING IN FON STT   CELLPHONE
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON SKIS FLY THROUGH THE SKY
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER TAKES OFF DOWN THE STEEP SLOPE
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,THE MAN IS THEUING TE MIDWASS AN TE A
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A SKITER IS LEAVING BOARD WHILE JUMPING TOU
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING THROUGH THE AIR WHILE RIDING
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A BATTING STEAND AT HOME PLATE WITH A BATKER INPREMISSIONS TO CATCH TA PITCH
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A MAN ON BAK PAITIN FORA BASEWITH A CACHER AND UMPIRE BEHIND HIM AND PLAYERS TO HEE A FABE WING TO DOA
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,BA HITTER IS WAITING FOR THE PITCH TO BHE BROW
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER HOLDS HASE BAT AND WAITS FOR THE PITCH
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO MEN PLAY IN NINTENDO WI CONSOLE WHILE TWO OTHERS WATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PLAYING WITH EACH OTHER ON THE WII
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TWO TITTIN MEN ARE PLAYING VIDEO GAME WHILE OTHERS WATCH
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TIRE TINTOS PLAYING WII WHILE OTHERS LOK ON
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BIRD WALKING THROUGH A TRAFFICO NEXT BOKEN
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A HOOSE WALKING INSIDE OF A CAFETEREA AREA
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A BIRD WALKING ON A TIDE FLOOR IN A CAFEFEREA
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE AND WHITE BIRD IS WALKING BY A OVEN 
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,A CLOS OF A DOG LAYING IN A BED TABE
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLD DOG LAYING ON A BED WITH A BOOK
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,A LINPLY BABY DOLL WITH LOOK PETTY COMPETE ON BLON
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG WITH A BONNET AND A BOOK ON A PILLOW
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BABY DOG LAYING ON TOP OF A BED UNDER A BOVE
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHATS TOP OF APPLES SITTING ON ECAT
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A CLOCK THAT LOOKS LIKE AN APPLE APPENDING ON THE POWER PLANTFOR
43,A RED APPLE WITH A CLOCK INSIDE OF IT,A RED APPLE WITH CLOCK INSIDE OF
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,AN ALONG CLOCK WITH E FACE OF AN APPLE
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A PLASTIC CABINET TAK TO THE SURFACE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,FOUR EER JOMPING IKING ACROSS THE COAST IN HONE
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,TE PEOPLE ON HORSE AN BRACE IN EACH OTHER
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,THREE PEOPLE WAG SURFACE  ON A BEACH
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A BLACK AND WHITE PHOTO OF JACKONDS RIDING TA BOV
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,A TRAK OF A PRAIN MOVING DOWN A TRACN ON TRIDG
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE LONG TRAIN IN A FIELD TRAC
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A TRAIN THAT IS ON A RAILOAD BRIDGE
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,A TRAIN ON TOP OF AN OVERPASS A SET OF TRAIN TRACKS T FIELD ON TO
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN MOVING ALONG WAVE TRACKS WITH MOUNTAIN IN THE BACKGROUND
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,A TEDDY BEAR IS SITTING IN FRONT OF A FIRE IN SAUC
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,TO SAA BEAR NEXT TO FOUR BOXES ON THE FOR
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A TEDDY BEAR IS SITTING IN A GIVEN WITH FONT IN SRUG
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR SITTING IN FRONT OF A GRAPY FOUCE
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A SEAGULL STANDS ON THE BEACH IN FRONT OF A ROOLVE
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A FOUS THAN IS NEARN THE OP WITH A SANK
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A SEABULL SITIN ON THE SAND NEAR THE WATER
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,THE BIG BIRD IS STANDING IN THE BEC SID
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A SEA BIARD STANDING ON THE SAND OF THE BEACH
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A BUS FULL OF POPID LINS ARE HEADED DOWN THE STREET
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,DOUBLE DECKER BUS WITH PEOPLE ON THE TRACKORL ON ROAD
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A DOUBLE DECKER BUS TIT TAKEN RIDIN FOR TE TROP
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A DOUBLE DECKER BUS DRIVING DOWN A STREET
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,RED DOUBLE DECKER BUS WITH PEOPLETH STANDING ON TOP
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MAN LEADING HIS MOUTH DOWN A O PLATE TAM IN FRONT OF A BLUE WATER BOTTE
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN TAKING A BITE OF A TIN ABOUT USING HIS HAN
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,A MEATING SANIN OF OF A WHITE PLATE
