Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE UIMAS PIN AGRON PABER WITH A GAS
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A PLATE IN SEIT IN THE LIVENOON STATION
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE RE TABLE WITH A PLANE ON IT IN THE TRACKU
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A LENA NEXT TO A RED TA DIPLAY SITTING ON THE FLOOR
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKED PAST THE SIDE OF A BUS WITH A LARGE ADVERICINI I
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA IS WALKING PAT ABOVE
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN WALKING DOWN THE SIDEWALK STRIP
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEXT TO A COMMUTER BUS WITH AN UMBRELLA ON A RINGE
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA AND WALKING BEHIND A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF RONG STEER CASS
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BLACK AND WHITE PHOTO OF SAVENS SITTING CAITIN FOR A PATER
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF WHITE AND SHIRTS HOLDING A SROSSWALK
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,TABLE RETA STATEND IN FRONT OF A TRUCKWAY SAN IN FRINTIN STRUCTIONWIT CITEM
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,THREE FLAP SIGNS ANSE TO T
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON SKIS FLY THROUGH THE SKY
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,HA SKEER TAKES OFF DOWN THE T STRAT
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,THE LAND IS CLEARING FO MIDJRUSK ON FRE IN
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,THE SPEETER IS LEANING OVER AN OSOME COMPUTER
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING THROUGH THE AIR GOLL RID
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A GROWDED STEAM SET NEXT TATE WITH A FACTOR IN SEFITIENT TO TAC TO HIT
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A MAN ON BACK TAT IN FOCASE WITH A CAKGROUND UMPIRE BEHIND HIM AN PAYR SOMPLE O POVE TN PDARGA
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,RAVIDERS WAITING FOR THE PITCH TO BE GRESS
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE FITCH
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HOLDING THE GRAPH XTO ABA
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO MEN PLAY THE NINTENDO REPONSAL WHILE TWO OTHERS WATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PLAYING WITH EACH OTHER ON THE LEAT
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TWO XE ARE PLAYING VIDEO GAMES WHILE OTHERS LITGE
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,T POWER TEAM BORDERS PLAYING WII WHILE OTHERS ARE DON
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BIRD WALKING THROUGH A TAFFICEN EXTATER
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A BESE WALKING INSIDE OF A TAFATERIA AREA
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A GIRL WALKING TILED DOOR IN FRONT OF BIR
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE AND WHITE BIRD IS WORKING BY AT OVER
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,TE CLOSE OF ASTON PLAN IN A VIS A BO
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLD DOG LAYING ON A BED WITH A DI
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,BALL ISSATED CITY COMPETE ON GROND
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG WITH A BONIT AND A BOOK ON A PILLOW
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BASEDOLL LAYING ON TOP OF A BAG UNDER A BOV
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHARES PITE AF APPE FOR THEN OLEPON
