Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE NN MES WHITE SIN AON TABLE WITH I
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A GAZE ING SNT IN THE WODINESS STACEN
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE RENA TABLE WITH A PLAN ON TO TASK
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,AN LEANE NEXT TO A REGETABLE DISPLAY SITTING ON THE TABLE
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA BLOCK PAST THE SIDE OF A BUS WITH A LARGE ADVERITI
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA IS WALKING AROS
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN WALKING DOWN E HIGHRACKET STRIP
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEXT TO A COMMUTER BUS WITH UMBRELLA ON A RAIN
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUG
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF YOUNG STEERBOARDS
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BLACK AND WHITE PHOTO OF SIGNA TITIN FRE FOR TATER
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF WHITE AND FIRT COVEREN IN SAKTORM
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,TDS SITATFIRDING IN FRONT OF TRACKWAY SIGN IN INTOF JACKNAR CITE
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,STE FLAK SIGNS IN FI TT SI
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON SKIS FLY THROUGH THE SKY
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,THE STEER TAKES OFF DOWN THE STREET STRIT
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,THE LAND IS TE TO MIS BASS ON FRI I
