Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,AAR OARS TOPPING ON SEVERAL OEARIN A AN OA PARKI
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A ENTAN UNIN AI A OA EE WEGI AT THE OTE
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A CAR PLARING AN OV ON A N A ANIAL BASET INAFE
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,YELOAYER ON TAD IN OE I LAYING IN AN EGAR ABO
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE, TRAFFIC LIGHTIN A AN AT JUS OFESTIC SLI FROPIN OOTOPS
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,UP AN OVAE OP TAK NITOR PLACI ON A CONECTION OV ARAN
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A BA L TABE  WINA FLOWDI UNIVERSAS O SI
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A E EPE BITIN IS LIKAN CASIN ATTOTEEI
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY, A WOMAN FLYING THE NAT OTH A WATERES AN UMBRELLA CONTE EACH OTHER GA
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,FOTERING O YELLOW RA LINE ON THE OTHER SIDEWALK
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,A MANO BRONA FIELD SINS OF A MAA
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A MAGNICY COTO JI SI AND ANID
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A PARPL I AL HANY ON THE SATON O A FOR DISH ON A BED
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,A WAMAN AS A BASA N OTHER S  A A LING ON A DARGE EMIB
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,ANIMAL BAG ON DECAK O I BASIN
