Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,AAR OORT OF COFFI A SEVERAL  AN ONA PARK BOTI
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A HOTOOOI TOKING INDE WORAY AN E ON
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A CA IS AA AN OW ONA ONO POSSIBLE ATI
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A COER ATTIN PLAN IN AEN AO
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,PAFFIC TABE INTAN TAIS OF A FEGTIV SIN IIN OUE TOP
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,UP IN AOEN JOCKTASKIT OA ON THE CONNECTION OF A RAN MOFFIETO
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,ALKINE  A CLOWDIN INACROSSES BY E STREET
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A OOOIN  STETINETON AS TOLKIN TONAA
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,ELOMEN IN I ELO OF A WATERTAS AT UMBRELLA CONTO EAC OTHER  GA
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,SEV OG ELBO ARA LING ON  OTHER SIDE WALKING
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,A AO TOI SITOF A MA
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A MAGNII COI AN A AA
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A COUPLE IT HOLSOI SI ON A FOAT ON A DESK
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,A BASSOTESIDE ANDS ARE LIK ON E DER ONE 
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,ATAGGED ON DECAT OOSII BASS
16,A MAN ON SKIS FLY THROUGH THE SKY,A ARK PARKING ON ON I SK LANE FLYING THROUGH WOSACA ISTANT
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,SPAY OLTE FLIING DON THE ROAD WIT ONTN
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,SI ON ASING ONNEAR A LARGE OTER
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,COUPLE OF SKILOOKING TTHE WITH A  LOT  OF PEOPLE WAR THEM
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN IS SN OTER IN A AIRAN RUING OVER A A
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER ITT APLAYER IT TA CATCHER OF ACCESSION OOOE
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,BASSIN OTA TABLEWO OR UNIFORM TA TALAN ASO O FONAAOES ON OCEAN AN A
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,APLE EAT BOT IN FROM OF PES T BAY ONEFL
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEYWAR LAYINS A PORCHERAL PLATE SOMETHING NA O FIE
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,AA OVER YARD WITH A TAONAANA ON OIN A QLARET
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,LITTLE POPCICKING A AIN OF ACROSSA OLOMAN IS TATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,A FEWTON FRIENDS CLEANIN BO OAR ING ON CATHECO
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,MASE WATCHINI ONY FOM AITH A CAMLIN S TONONFOT ON TORA
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE IN OUTDOORS NAR A GAMI I BOOLS IN A OT MATE
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,ANANATEN PATITURECIL ITS 
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A GROSE WITHWOMAN HIGH AC ATELCAL
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,VEOF FOUR CREANS OF ONT OF BANANAS SITTING A MOTORPYPEE
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A POLICE PALLOTE SIGN AT A CAE NEXT TTO PEOPLE
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A COUPLE OF WALI STYE   ANALL RO
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE PLAT OTA OO ON A STREET WITH AN PINCOL STHRUT
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,CAT I ONHEAD LONC IN ANVAS TAL
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN FLOWER SOE O ATAN  ANA
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,ACAT ISNOLOOKING IAT A LADY LK AT A EY I A LASIN BI
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A PICTOP AT ON AES WITOTER OI AS
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A DOG ONA I OT DEKS AND LAING OO WINDOW
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CABLE IS LONGA A NEC TO A OO SITTING ON A TABLE
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,AOBCYCLE OF MIKAAOL AA AND ASTY A
43,A RED APPLE WITH A CLOCK INSIDE OF IT,A TA CASTO  ATIN ONA BEDA SON
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,FRONT OFANMOIAT IS SITTING ON THE FRONT OF A ALEIR
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A LARGE AIA LASTIC ATTLE ON A LOTT T NEARECTO SONTLES
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,TO HORSES CUSSING ON ONE AN ACYCLE TONIF EITEN BEHIND THEM
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,FIN PEOPLE ON HORSES RIDING SOME TOGETHER
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,A SKIRAFFE A A SNI FRON TO THE AD OF SOM DIPENT WATER
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,A AFEGE HORSES ARE AN EXAMINED OVER A GLASS OF MEET SITTING ON A TRAN
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,ADETANS WA IN WATERA A TERON ON THE ROAD
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,A WATERBIK AT A NA LIGT ARATARN ITS E
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE PONTOF TRASI OVERIA COTTAGE 
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,AA TRAIN THAT IS ON THE RAIL FOR A BRIDGBUSI
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,TRAIN AD ACROSS A FIELAS A TATER RI
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN SITTING OCO AN A START WITH A YELLOW OFFENT ONTOFO
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES, TUP SITUATOR IN A CIT TABLE ICAIN PICESO
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,A PAKER AN EE BASE FORA VEGTABLES OING FRON I SEL ON TH TOP OF TE PAR
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,EAD PART AND HOSE ITE ONAL BOX ON CAT
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,LARGE AROF TEDDY BEAR S SITON DONOONIN BUTC IT FROPIC ET
