Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,ATESTY BEAR  IN A COIS MAN SITTING I INDRA TE SHIRS A DOG INE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A PLATAN SOMEPE TAPING SININ TO AFAL ON GRASS IEBO
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A AT UNE AI APAN OE   IT PEZZA IN THE ROD
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,OE TABLE ONO A CLOCK LAYING ON BUS A
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,OSI A  WINDOW AN AWETION BADRON  IE OONSESTON ON  SUDBOAR
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A GARIDING OGIS MATCH S BESID E TWICE I A EGE OF A NOWER SET
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,EXNOW OBERLAS O APPL LOK FARMWARD IN AN TENI
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,ANIN E OSI N ON THE SNOWY WATER LI REEN
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,O POPE MAN ARK ON THE OCEAN NEAR TESTOP LIVING ROOM ON A GRENC FIELD
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,CHARS ARE LOK NARA TORAN I WOYA SANG AND BI
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,A LOAN AND OTHER GIRL PARKIN E SEAUD IN SOME RAMS
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A PARKIC NIT PAVE AN JET PASSESSER IIN A RIO AO
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,SOME ON A GROUP OF STANDING ONI GRASS ON ON DO
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,INERCECTI WOTIN LAGESITE INEFLECTICA ANG I
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,AFANISTUR AROUND IESIOSI O SHAR IN TE FIELD
16,A MAN ON SKIS FLY THROUGH THE SKY,WALDING OVE BOAT ON LASSY WATO SA BAG BO THE TANE OL
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,SIGNER TEA MALL ROD SITING OTE N A RARE
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,AAON EX UMBRELLAS ON A SLOP BEFORE THE ENTE OFA
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,CEL FRUIT IN ITE BUTS OF E BO  TABLE
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,TWO MEN FLYING OH A ARPOLER IN A IAIA
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL MANR AN FORMOST ERAN PLATE OF TE TECUTUR  CUSON E GRIE
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,ELECTRONATET ASITATIN A OSIOU OFFEGTIC SLISIN ELPAOI AN GLASSY GAA
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,UE TRAIN SITTING AT LARGE STAE ON AWO
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASE OF CLALLY SKYI AI A   AN NO
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,ILD IA RAS OF ANARANGE AND ORENS ARE SOL MA
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,LAY ONTOTRORNO   COOKING A PATE OF TER HIEL
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,OF TWO ARESTAAROES AND EACH OTHER CAYING ASE AND ODERSTANDING
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,ATEND IN KITCHEN  OTE SIDE TA FIEL PLANG WITING OR VABLE AN TE DOE FONBAR
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES, A COUPLE OF GO STANDING ANMAN IKING TE BOL IE
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TWOTWO OICE ORAE CLTHES  ON AN TOPO T  EI
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A EAJEC  OLIN ROAD TOL A CAROWNARO
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,ANEMAN AOT IT ISH BLANTER SHIRT ADOUT IN TE SET
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,IN AT CESA TOSI SIDE AN  ASTEIN AR
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,OF TE HATS AN ES OF  WID TENERSET O PAN
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A BONTOF HIDE OKR E TO  SIAN ISPICTION O
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,A O ON FO CAT IS A WILADER O A IA A ARAANFOI
