Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,WHITE ARIAN IN OOXES AN WIDSTER AORWALK REAN IT ALIE OPENEN O
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,WHITE N PHOTOGRAPH F I TAEROS ALL TABLE
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,IN A PART BARTING ROOM IT A SINK REEN
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,OTA TABLE  ORN ASAT ON A OWINDOW N
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,NOTHING WOAOS OLOKS LIKE A PICTUR ITH I
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A OSIDE STREET ALARGE ONTOPOFA O OIOFRIS
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A BO O A TRACKS OK A HIGHPASS NEX O TE PA
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A MON IS WALKING UP AMAN IPASS AN O IF A SPECIALTRISER
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A MANPLA HOLDING UP THE TO ORPASSMAIL TOGETE
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A POFA RITE IN A CA LARING IPARD IG
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,ON DESTOTS NEX  SHET
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,IN DOG WITOL SITTING ONE PICNIC ANALLY STYE
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,HE APESON A OO O COPNOF OTER CHILDREN ATA AN EPENT
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,A BARK SIS ON ESIDE OFA RESOANATABE OFA BAT
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,PERSON AS AOPONE CICYCLE IN FOR A IN
16,A MAN ON SKIS FLY THROUGH THE SKY,ABACKPOOL TAKEN AIITEN LIHE ON THE DARC OFA BUILDIN
