Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A GIRAA IN A PUBLIC REDJIRT WEARING A WIIN TAEEN OPEN
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE URINAL OF TOY TIE IS ON READ TABLE WITH ICHI
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A PLATE ON AA ABASIN CREN
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE RED TABLE ON A PLATE OIN THE BAD
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,OME DELETETS AR ITAS LIKE A PICTURE OF I B
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A POTEF OLDI UUMBRELLA BOX AT THE SIDE OF A DESH WITH A LARGE ADVETISE  EX O  PS
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A TRUCK TRELLA IS PARKED IS PAST A BUS
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN WALKING AROUND A SIDEWALK NER E LOOKS OF FRISBERS
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A OUP OF MEN WALKING NEXT TO CH WITH A FASTIV UMBRELLA ON A RAINSTAT
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,WOMAN WAVING IN THE ROR LINE MOSBASIT SIGN OF CARS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,A BLACK AND WHITE PHOTO OF LEGS COI ON A SHIRT
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A  CLANING DOT IS SITTING WITH A LUY ALLY STANCES
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A SHAPE BOY SITS ON A TO IAA OKEN A CA
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,TWO HORSE ATANS ONT THE BEAUTIFUL A TUCK SN AND VINTAGE WOLKIN SIDE ON THE BACKGROUND
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,THERE AR OF PLAZAF MA O OF O SORD ORCYCLE FOR A I
16,A MAN ON SKIS FLY THROUGH THE SKY, BATO TAN ON I SKI AND IS FLY THROUGH THE SKY FELD
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER TAKES OFF A GOWN OF STEEL AGBLES
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A MAN IS SKIING ON HIS CIRFA O
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,SKIER AR LEEPING O OP OF JUMPING THROUGH THE ACKOF SEE
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING THROUG I PAIR O WA ON IKE OF SES
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A VABIT STANCE AT A PLATE WITH A CATCHER OMPOSITION TO AUCH  THE MINCE
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A MAN OF BRAKFIST EX TOROPO OF  POAN    AS BAK
