Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A GIRICL IN A PUBLIC DESTRA ONTRN MINISTURT A DOG
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,WHITE PONA OF A TOPING CIYBYTUE OF STAAPRO
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,AET PATE OF OT O A REAN BISIT ON HE ROD
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE RED TABLE IS PLAYING POST IN A FIELD
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A P IN AN OLPETY BET RACKET  ECH OTHER
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,IN A OLD ARALIIC COCKS PASSD THE SIDE OF A POSE WITH A LARGE APPLETISNN ON THE SIDE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A BLUE OVERED ELETUMBRELLA IS BARKED  PAS DEVICE
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A MAN IS PAKING DOWN THE SIDEWALK T TOEN A
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,MEN WALKING NEXT TO A ETER BASIF UMBRELLA ON A RAINDA
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A STEVETAL DITE GIRL ARE RI WALKING BESIDA BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,A WHITE AND WHITE PHOTOGRAPH OFOF A CITEA INTE CITRA
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A PARKING WHITE PATE A JET SITTINN  FRIMEWAON
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A PAL OF BICE A  A TI
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,O MOTORCYCLES LANDING IN A GEW  MADER SIGN ANINTATWECTAN WITE VARIETY
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,SOPATE AN ALBI SING ON STE OFA SSHART
16,A MAN ON SKIS FLY THROUGH THE SKY,ASI LAN ON A SCHO ASSFLY ITH ISKY Y THE BANK OP
