Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A IRNALD IN A PUBLIC RESTAURAN ELD URING PLAYING ON 
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE ARIALA TIE IS  FREND TADIN WEAR AA
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A PAP AN WAL A DESK WIH BATE
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE BOY IN A TABLE WITH A PLANE ON AN MTAB
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,AFI PASON A SAN TAT IS OFESTAN TRAIN FOPPING ASE UT
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A PORMAN POLDING UP ARALLA ON A JUKS PASSED THESIDE OF A BUS A LARGE ATA E WA OS
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA IS WANTING TO PLASSIS EYES
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A REMAN PARKIN  BETIN E OSHA AS TOKE
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,YOUNG WOMAN WALKING NEXT TO COMPETER DUSH WITH UMBRELLA ON A RAINY
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMON HOLDING AN UMBRELLA AND WALKIN INSIDE A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,A BLACK AND WHITE PHOTOGRAPHD OF FELD SANDIG OF A FIE
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A PACHNIC WHITE BOT OF CAKE SIT IN A T
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,TRAPAR OR EIFON SITIN ON A FOAN TRO BUS
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,SCH WITIX PASS A AN CABRIDGE ON TH OTHER SIDE OF EFENCON AP ON E BLURRY OFIL
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,ATAG ON TA CAK WITH A SOKE IXO GLASSES AND A
16,A MAN ON SKIS FLY THROUGH THE SKY,A TADEO MAN ON HIS SKI AND AS HE FLIDE THROUGH E SEGATISIT
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SQUARE TAKES OFF DOWN THE STE AN O A S
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,ASPIZING A IT JUCK IN TO  AND EACH OTHER
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,THE SKIER IS LEOVING TO THE SALL JUMPING AN ATE POPLER
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING THROUGH THE AIR WHILE RIDING TASENTO OO
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A BATTING STANCEET LATE WIT THE CATCHER IN POSITION TO CATCH  PINCH
