Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTRM ALUR ON
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,WHITE TYPE ITITH E FROND TYBE WEARING AI
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WIEMATER WAAI SALL MATERIR
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE WODN TABLE WITH A PLATE ON IT ENTBAB
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,FFIC SN AN AES AFESA CAIN FROPPING ON LOCK
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A POMAN PULLING UP ARALA ON DUCKD PASSE THE SIDE OF A BUSE A LARGE ATA ONWAN A
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS, WET UMBRELLA ITH LARDIN TO CRASSIC BICE
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,IN SPEE   OSE AS TOKETER
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,YO MEN WALKING NEXT TO COMMETER BESS WITH UMBRELLA ON A RAIN 
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,FENTL AD UMBRELLA AND WALKING INSIDE A BUDY
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,A BLACK AND WHITE PHOTOGRAPH OF BEL OF A AA
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BACK AND WHITE BOTO CAKE SIT IN A
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,TAQAR OF DINFREN SIT ON A PEAN ON BUS
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,B X PAS A AN CANRIDGE ON OTHER SIDE OF IFRENC ON LOK ON THE BLURRY OF A ROAD
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,TAG ON E CA S O ANSIDE RO
16,A MAN ON SKIS FLY THROUGH THE SKY,MAN ON HIS SKIAND ASY FLYE THROUGH THESAGISME
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER TAKES OFF DOWN THE CS
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A ON AZIT JUCK  AN AN CH OTER
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,TE SKIER IS LEAVING TOR THE SOMJUMIS ON AN AKRD
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING THROUGH THE AIRWHILE RUNNING TAEX
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A BATTING STANCEET PLATE AT THE CATCHER IS POSITIONED TO CATCH  HITCH
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,MEN AT BASSNAL SETTING WORK SEVERAL CYSTOM ACOSING OF STREE ETA
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A HITER IS WAITING FOR THE PITCH TO A R
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER REPOACHIS BAT AND WHAITS OVER THE MATESO
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER OTTING BAT NEXT TO A SPAE
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,DIFFERENT BLAGEIS FRONT OF A ONSON ASTHE OTHERS WATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PREMATING OR EACH OTHER SION ATE
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TO THE TWA REPLXVITN  TIVE OTER FLIS
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN A ROOF BOLL O
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,AKETWO PASSAGE CH OESPLAYIN OF BIRDS ABON
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BID WALKING RIGHT NEXT TO A GIANT A
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,VERY FOR PIN ASKET SITAT MUTY IN ON
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A POIS WALKING INSIDE OF CANOAP
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,UMBER OF BODIES AR TAR ATTETA ON A SNALL O
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE WHITE BOTO PATO PAPED ON A TABLE AND PIECE OF TRAFF
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,A CLOSE UP OF AIR DOLL IN IN A BED
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,A PERTIAL STO LANS INT BED FIEL
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,ITE OF ANE TOP  SICEN A ON ON
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG A BONY RICHIN A BOOK ON A PELEST
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,F DOGS PLAY ON A LOT OF BES ANONTOPF
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,ACLOCK SHAPED ANT APPLES SITTING ON A TABLE
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,ONG SECKO OF SNIKE AN AIRPONE A GREEN AND A STALLET HAT
43,A RED APPLE WITH A CLOCK INSIDE OF IT,BAASE TOPPINTI NE S
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,TAON HIDER I SIT AT THE END OF A PA
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,PASTA APPLE O CLOCK ON A A TOTY SURFACE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,A HORSES MISTEN UP TE E GRACES AN TONIETOSON TE SIDEWALK
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,PEOPLE ON HORSES RIDE SOME TOGETHER
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,A  ISTIN SOW TO THAT RESTE ON  INPE
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,THE HORSES ARE GRACING EACH OTHER ALOG  BEASH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,ST PARKING WATER AT ATATICAL TAGE ON THE OTS  DISRAED
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,AFF  ITE US EHONE TE RAIND ON ITSMA
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE BUN FRIT IS INPATO TO DE
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A TRAIN THAT IS ON E RAIL OVER A BRIDGE
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,ATRAIN NTOP POSSHING ONE PASSET OF A TRAIN TRACKER  ARIA OOK
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN WITH A CLO RACE RIVES IN OT ON A KI
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,ACER ANOAN I A PITON BUSINESSO
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,ZITE TWING US TO FOUR ROXES ON THE TOP OF A PAR
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,TEDDY BIRDS AND A HOSTRYE ONF AMENT BOXINSIDE
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,TEDDY BEAR SITTING DOWN OIN BOXS IN FRONT OF O
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,LIFE  TELE SIT WITH BANCHES AND BOXES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A CLORS OF PE PEOPL STANDS OF A TOEIT ACTRY ENGE
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,THE SEAGUS ON THE BOUNO AFTIN THE SAME F
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A SA AND BELONG A SAND ON A AIRBOR
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,THA NECKBOD IS STATUES WIA 
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A SEAGULL STARTING ON THE SIDE OF THE PARK
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,AOS TOE TUCKEN AND I MASE A TERS AN AN O
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD, TACKING AT IN  MOT WART TRAY IN HE NANTE
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,AOWIT BUSIS WRACTLING ON TE SIN
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A DOUBLE DECKER CARS WAGING DOWN A SPREETTRC
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,AN ELEMEN IN PLASICATIS STANDING ON TOP
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MAN WAITING A SMOLTE CONCERT A STES WIT A SANDWICH ON A OHILL ON THE RAROAD
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A BEAR TAKEN APOT OF A SEVERICH COK A O HAGIN FOMI  BOR
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,A U SAND ON TOP OF A WHITE LATE
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A SNYLIC GUY STIK ON A SPACE THROUGH A BIG SANTST
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,A KITE WEIN TO KNIVE ON ON I T LIGHTCEOF SEVRAL CHASTOP
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A SOCO IIE Y DIFFERENCE COLOR SWING BEAD
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,SAFEY OTE IN THE SIRF
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A PAN ON SKIS LONG NEXT TO A PIECONOTO
79,A MAN ON SNOW SKIS WITH HIS DOG,A BUNCE OF O SEI AT ONT O COMMUTE
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON  S ON TOP OF A SNOW COVERED CITTING NEAR A DOG
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,T BUNCH OF GIRAFFES AMONGN CATERLATE  ATE 
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,TBSKAT ON AAAL ANAN OTE PARK
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,THE TRAIF IXTANDS BY THE WORD OM EATING UMBRELLA BRANCHES ON THE TRAN
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A GIRAFFE THAT IS STANDING ON A GRESD CITY AYA
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TALL AND ROUN STRECHED AN TROING A PIR LOOKING FORT
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,A PICK OF PALACE OF IN A STREET IS EHED OF POTEA VAN
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,ATARIS NEXT TO SMALL BUILDING IN A NADEAND TOWN
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A CASTISTR GEXT TO A GRAILEN TRE
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,EMTOLED CLOCK TOWR STANDS VEARY GREEN AND OTHER LARGE ORNE NBENEATHTYPE STRUCTONFICE
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,BIG BIG CLOCK TOWER DOWN RECRIST HE CITY OF MOTORTRAFFIC
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,OTE LIFES ART INVEL   I FRONT OE ONTE GROUND
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A MARPOAT
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,MANS ARE SHIRT OFF SITTING BY THE SPEI SUNY AND SOSAR
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,SIGN LAYING AON DESCREYE LOO A ON TAN MOTER
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,A MAN WITH A SIND SPAT NEXT TO A BODY OF WACKD IT
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,A OJETIN A COSE OFA ROW INO OF  IN THE RID
97,A ROAD FILLED WITH CARS IN A DESERT,A ROW  ILWET CARS AND A DISTE NA
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,HR WOMEN WALKING DIN THE STREET NEXT TO A RAN ON ONTERAR PIPES ON TRAFFIC LIGHT
