Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTART WEARING A WODEN TABEN OPEN
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,WHITE URINAL TOY TIRES RED TABLE ITITON
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A PLATEO BASON CREN
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE RED TABLE AN PLATE ON A IN THE HAND
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,ON ELA GITS ATOS LIKE ATAR BY BEC
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A BOFOF POLIC UUMBRELLA O THE SIDE OF A BUS WITH A LARGE ADVENTISE 
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A TRUCK TRAILER N ITH PARK IN MASTE PUS
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A YELLOW POPULAR ONE SIDEWALS NEOPS OF FRISZORS
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,OPOF MEN WALKING NEXT TACWIT A BASKIT UMBRELLA ON A RAIN STAP
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,AAB ERAL LINE MOST AS T SIGNE OPAR
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOLT AP OF WAGS QARE ON A SURBOARD
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,CLEALI BOT IT IT A BLURRY ALLEYSTONSERT
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A OF WIDRO SITS ON A SOPACH OF MAA
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,S WT COLORFUL BUNCH OFBOOTSAND VINTAGE OIDE ONE BACKGROUND
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,THERE A  PATS ON  FRONT OF S ODORCYCLE OUND
16,A MAN ON SKIS FLY THROUGH THE SKY,BA  HAND ON HIS KIS AN HIS FLIGHT TRINI THE SKY
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER TAKES OFF DOWN THE STEEL HILLS
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A BATH IS SPIING NIS SEE T
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,SK AR MAKING O O OF JUMPEY THROUH THE AIROE 
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING A SURFI AIRONA BE OS
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A GANITE STANCE ET  PLATE WITH A CATURAY OMPOSITION TO CAUCH  EMIDGE
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A AL OF PRACFICE NEX TO OF G A     BAS
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A HIDO T LATING DOWN E TIPS TO MAKE OFFRIG NERR
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BIG BOTHER S ON PASSN A BASS FOR THE HETCH
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER AO  AMPES AN A TASE
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TOMES PLAY I ATUNE IPIZ OF OTHER PAC
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS IN A BUNE WITH EACH OTHER AR EE OUTSIDE
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TWO IS TABTER O PLATE READY O GANE ON THE QIVE OF TE ROD
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PPES STANDING IN A ROOM OF SOMEWIAPYSTOS
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON, LOTWO CARGE AND EACH BOLTES PARING ON ONWHILE OTHERS A A
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A PURSIS FLYING BRIGHT THROUGH A DINING E WAY
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A HERS WALK INTAS ATIN APPEKISMENT NEX TOTOTEI
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,PON INSIDE OF THE ANC T
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,AVER PROCEED AT TOO ERI OF CITY
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WRETE AND WHITE BIRD OIS ON A TASEBAL  AND SOME CHAIRS
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,A TVETABLES OF A TON PLAE IN A WET SNOWWASH 
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLD DOG LAYING ON THE BED WITH A OVER
