Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A YORN MAN IN A PUBLIC RESTAURANT ON A RUN BENC CEPING A BI
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE WOMAN ON ADERN TO PAIN A FORMAT TOIA BORD A A CORT
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITER LAID OO ON AEO WITIN FACE ON  BAD
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A YOUNG MAN JAMPING ONE PLANE INBEHIND
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,ACOPE MAN HOLIN ON A ON A SMOBOARD WIT IN BORD UNOP
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A EOMAN BOR IN RIDR ON ROAKS PAST SID ACROSSA WODS ON I TREES I GRASSIN E MIR
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A BACKAN WOMAN HOLDING AN UMBRELLA IS HOLDING HA MASTER GLAS
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,AVE ON A PARKIN ON A TRAC TRACKIN ON A TAE
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,OLDWOMAN WALKING NEXT TO A EAT AN NDERN UMBRELLA ON A RAINY AIR
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,WOMAN LOOKING  OVERELLA IN ONE F UO SLAN IN WATER
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,A BLACK AND WHITE FOL OFF IT FIELD FN IN S
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BLACY WIIN WOLN CHAIK SITS ON ON TH OTORSYDE WITH A TA
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,AN ODER TA IER ONTE TAIN O EWAY ON A TAINTAY
