Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,THE WHITE URINAL WIY SIGN IS ON TABLE DISTINTION
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A STATE IN SRINT AND A MEMINIS SPASI
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE  TABLE WITH A PLAN ON ILA
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,AE EEN NEXT TO A FED A DISPLAY TITE ONO
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERSIGN
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA WALKING PAS RUS
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A DOES IT COLKER DOWN THE SIDEWALK NEXT TO IT
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEXT TO A COMMUTER BUS WITH UMBRELLA ON A RAINY DAY
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA AND WALKING BEHIND A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCREEN HORS
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BLACK AND WHITE PHOTO OF CHLDE TAGTPA
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF BOYS NSIT ONTOPOF
