Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,THE WHITE URINAL WHIT SIGN  IN TABLE WITH TIT
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A CATE OF FRUIT AND A MIDO OF SPACES
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BAK
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A FEMALE NEXT TO A FRENCH  DIPLACED IT EO
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVESSISIN
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA IS WALKING PON A RUCK
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN WALKING DOWN A SIDEWALK NEXA BILD
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEXT TO A COMMUTER BUS WITH AN UMBRELLA ON A RAINY DAY
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA AND WALK BEHIND A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCOONER HORS
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BLACK AND WHITE PHOTO OF CHILDREN SITTING SODI SORA PHOTO
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF BOYS IN SUITS HOLDING A COSBALL
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,STOBUS WITH COSE WODING IN FRONT OF CHOCOLATE SIGN IN VINTAGE BROCCOLI WI PHOTO
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,SPARECASS BAE IN A A  SIDPAN
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON SKIS FLYI THROUGH THE SKY
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,THE SKIER TAKES OFF DOWN THE STEEP HILL
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,THE MAN IS FIERD E MIDFRUSH IN E 
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A SKIER IS LEANING OVER WHILE JUMPING TRO THEAI
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING THROUGH THE AIR WHILE RIDING
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A BATTENG STEAR SET HOME PLATE WITH THE CATCHER IN POSITIONED TO CATCH A PITT
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A MAN ON BACK ATI FIRS TIS WIT A TECTORN OUNIDE IDPEPARE TO ENCOSE ASAO
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A HITTER IS WAITING FOR THE PITCH TO BE FOND
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HOLDING A BAT  TO A BASE
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE THE OTHERS WATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PLAYING WITH EACH OTHER ON THE WII
