Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC WECTON WEARING WOODEN KEYBOARD
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE MUNINAL WHITE TOWER  BANCH OPEN IT TE ISI
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A PLATE OF SIT AND A VENIG SPATION
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A NITTLE RED SKAYBOARD WITH A PLANE ON INTE BAC
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A RAN LO NI  A BENT HOL WITH WIT SITTING ON A SKATEBOARD
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE LACTOF MICO ON EWATE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA IS WALK BEHAD A STOP
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A RE
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEAR TWO CATES ART WITH AN UMBRELLA ON A RAINWOW
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,WOMAN HOLDING AN UMBRELLA AND WALKING IT A FINER BAS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOTYLE O TRAN  TEER FAS
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BLACK AND WHITE PHOTO OF POTMENTS SITTING HOLDING CORAPATERS
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF WHITE AND BIT HOLDING A CATWAM
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,ABAS WIS COS TATED IN FRONT OF A TRUCKLOR SIN AND NSQUATAPEE
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,E TACK ORI I SITI ON A TEN TERSECTON
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON SKIS FLY THROUGH THE SKY
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,THE SKIER TAKES OFF DOWN THE STREET STEP
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,THE MAN IS CLUDING A WOOD BUS INTEN EAIR
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,ACIGARETE WITH MAY POTO AN A TESTON TO THE
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING S AN AIR O MOT RID
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER AND A WHITE TAN ET E TRA WITH A BACOI TO LITENT TO AS TE POC
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A RANA JOC AT A BURDCIT WITH A YUMG BIR ONPIRE AN ONPON AN OTE COUPLE OF POSE CEEN IIN TE BOREGROUND
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,AGERGOL WATING FOR THE TIX TO HI BAK
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,TA BASEBALL PLAYER HOLDS IN PAT NIHT TO THE FIC
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HERDING THE BACTON A BI
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO MEN PERSIN UNDER A PARTL WHILE THE OTHER WAT
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PHOTOS IT EACH OTHER ON THE LAD
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TWO QUII BIDS ARE PARKED VINDOWS IN ON A BOBE BUG
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING METERS AMON ER
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TWO POER ATE POWER BEEN TORDES POING WII WHILE OTHERS LOOK ON
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BIRD IS WALKING WEY TO A BARMA
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BIRD WALKING THROUGH AT A ARN TARB
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A FENCE WALKING INSIDE OF A PASSENGERIA ROAD
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A GOAD WALKING O OUDDOOR IN FROP OF TIELD
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE AND WHITE BIRD IS PARKING BY A ANEE
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,BAR CLOSE OF A AN WELLA IN AWAT A BO
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,ENERAL DOL LAYING ON A BED WITH A BAY
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,A GROUP OF BABY FIL AS PORTS E INTT ON THE GROUND
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG WITH A BIN AND A BOOK ON A PILLAW
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A DOG TRAIN ON TOP OF THE BAD UNDER A BUT
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHAPED LIKE A COWHOSE ON THE ROTOSIDE
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A CLOCK THAT LOOKS LIKE AN APPLE HANGING AND ALLI TRAFC
43,A RED APPLE WITH A CLOCK INSIDE OF IT,RED ASE STOPPING TIGHTIN ONE 
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,NELON CROSS WITH A TIS LIKE AN ARTLAY
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A PLASTIC CATH PIED TABE SERFACE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,PERSON WIT STOPI EMPI UP TO ORCITE
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,TTFORN POSTET RACING PAR
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,TWO COMPOSED BASEBIL WAK TO PIC TRAN
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,TE ORSES ARE RACEDG TO EACH OTHER ALONG THE BEACH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A BUSTANG WADE PHOTO OF FASSANGE RIVING TE O
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,TWO PASSENGERS A MOVING DOWN THE STREET ON TE BRIDGE
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE ALONG SIDE ON E BO TRA
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,TO PAS ON THE RAND OFA RIDGE
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,A TRAIN ON TOP OF A OVEPAST A SET OF TRAIN TRACKS AN FK ONP
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN MOVING ALONG BASE TRACKS WITH MOUNTAINS IN THE BACKGROUND
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,A TEDDY BEAR WIT TING IN THE FRONK OF AN PIRE ECOK
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,A TAN E EXTO A BUXSHEN
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A TEDDY BEAR SITTIN WIT UNDER TOP OF SOM SHOP
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR SITTING IN FRONT OF A DIRTE PLAZI
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,IS TEDDY BEAR SITTING NEXT TO SOME BUXES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A KD TANDS ON THE BITCH IN FRONT OF A RA
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A SOBA SIGN ANG ON ALOW FON  STOE
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER, SETASO SAILIN NEAR THE WATER
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,MOTID CAR IT TAN IN A BUS PARK
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A SEAGULL STANDING ON HA FRAND TEM
