Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC WETSHIRT WEARING WOODEN SKI BOARD
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE MANIMA WHITE PLOWD  RON PISA WITH A DICION
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A PLATE OF PINT AND A IVININ PATION
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE RED LABLD WITH A LAY ON IN THE BAD
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A LIVING ROOM NE T A BENDE TABLE WITH NOT SITTING ON THE TABLE
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA BLOCK CAST THE SIDE OF A BESHITH A LARGE AND ATON WITON ON E TA
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA IS WALKING BESIDE A TUCK
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN WALKING DOWN THE SIDEWALKER NEXT TO A RO
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEAR TWO PES ART WIT UMBRERLAS ON A RAINBOA
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN POSING IN UMBRELLA AND WALKING IT A FINER BAS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOOP OF A DRAZE TARE FACE
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A PLACK AND WHITE PHOTO OF FOGMATS SITTING HOLDING FOR A PAPER
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF BOYS IN A BOO HOLDING A CASHPON
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,HODULT IS HORSE LOING IN FRONT OF A TRUCK WIRE TANDING AND INTISE WALKIN ON A KIEL
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,TO CUPS ARE IT A TATE PLATE IT AN A PESTA
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON A SKI QUIE TROUGH TE FELL
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,TEIS CAKE OUT DRON WITH PIZZA DA
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,TE MAN IS PUDING A WOODBOARD AN TI TE AIR
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A FIGARETE WITH NEATLY POTE AND A FENCE IN INE 
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN PLYING INITH AN ARABOR RIT
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A WHITE AN JETE TRAT WITH A BASKET  TO LEKEN O AS TE COACH
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A MAN AT BACK AT A BIRTHCAYE WITH A YOUNG GIRL ONPIRE A ONTON AND TOILET TOMPLE OF POSE BTEENN NTE DERGROND
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,APERBOAS POSING FOR THE TRICS TO PIK BUL
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLATER WHOTE AND HATS NEXT TO HE VEGETA
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HERDING THE GRASD OFOF A BRIDGE
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO MEN PLAY A INENDO A CONSOLE WHILE THE OTHERS WAT
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PLOYING WITH EACH OTHER ON THE WOO
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TWO QUITH TWO BIRDS ARE PARKED INDOS IN FRONT OF BUBRE BUS
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING N A ROO O TO LOSE
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TWO POWER  TWO POWER BEN TOITET PLAYING WII WHILE OTHERS LOOK ON
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BIRD IS WALKING NEXT TOD A BARNM
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A GIRL IS WALKING ON TROG A PAT OF A WODIN CALBORD
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A SINK WALKING INSIDE OF A CATTERIN A ROOM
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A BIRD WALKING ON A PILED FOOR IN TA TOPOC BII
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE AND WHITE BIRD IS PARKING BY AN AN I ICAR
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,HAR CLOSEUP OF A DON LET ONCUTING A WITAN TABLE TABE
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AMAL DOG LAYING ON A BED IT THE DAY
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,A GROUP OF BABY COL WITH BOD PTTIN IN TO EAT ON RON
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG WITH A BINE AND A BOOK ON A PILLAW
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BIG DOG LAYING ON ON OF A BENC UNDER A BUS
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHAPS LIKE A COWPOSE ON A ROROTA
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A CLOCK THAT LOOKS LIKE AN APPLE ATATANGIN AND OLLE PLAFIC
43,A RED APPLE WITH A CLOCK INSIDE OF IT, RED APPLE IT TOPPING PAYIN  OA 
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,A MAON TOSS WITH A KIS WATCH AN AIRPAT
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A FLUSTE CATE PALIN ON O PABLEF SERVICE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,A PERSON WIT STUFFED RO AN PIG UP SOFA TABLE
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,TWO FON HORSESAR RAZING A FIELD
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,THREE POPOSE BASEAR MOST E ONA PIG TRAIN
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,DOORS WITH ARE LACED TO EACH OTHER ALONE THE BEACH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A BATHROM MADE PHOTO OF SATON BREDIN WIT OO
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,TWO COUCHES SIT ANIN INTAN DON THE SCREEN  ERIG
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE ALONG SIDE OF A WOOD CATETO
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A TRACK THAT IS ON THE RAIL OVER A BRIDGE
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,A TRAIN ON TOP OF A HOF CAT AND SET OF TRAIN TRUSH AN OK ONOP
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN LIVING ALONG VASE BANCH WITH MOUNTAINS IN THE BACKGROUND
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,THIS TEDDY BEAR WITH TON IN HE BACK AS A PIRE A BAS
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,A TREN INTRENG EX TO A BUS TE
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A TREDDY BEAR SITTING N O ON  TOP OF SO TROL
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR SITTING IN FRONT OF A GERPEF PLATSCOT
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,A  PUPLEC PETTY BEAR SITTING NEXT TO SOME GLASES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A PEVA PONED ON THE KITCH IN FRONT OF A ROO
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A TOOBUS PLAN OINGON A LEPONT AT TON
