Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL AT A PUBLIC WECTION NEAR A WOODEN STOBLE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE ANN WAT BLI TIE  BRASABLE INTA BO
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,TABLE WITH TRYS AND FINT TOVERON THE STAT
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,ALITTLE VE TABLE WITH A SIN ON O PATHROD
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A RAIN MOUSMENT O E SIDE TYPE WITH PRI SITTING ON THE STABLE
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA BAK PAST THE SIDE OF A BENCH WITH A LARGE ACTEEE INSIDE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A POTIN WITH AN UMBRELLA IS WALKING ON THE TRACK
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,TWO WOMEN WALKING DOWN THE SIDEWALK WITH RILA
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,OLDMEN WALKING NEXT TO COMMUTER BIKES ON EROA ON A RAINY WA
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING NA UMBRELLA AND WALKING BESIDE A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGOPH OF AN ARBO
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BLACK AND WHITE PHOTO OF SIGNELS ON I POTET MKETBA
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF RIDE AND FOTS PARVED IN GRASSWINE
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,SCHOOTERS WIT OPERATED BEHIND A TRACTOR STANDING ON EMPTY STETONER TO
