Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL WIT A PUBLIC DESKROOM NEAR A WOODEN STATION
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE URINAL RIGHT BANT O ASE PEOPLE WITH AN
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A SPAPE IS FINT AND THE MIDDE A STETN
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTE RED TABLE HIS A DINY CORNER IN THE PLASROD
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A GRAN OT MOX TOA BENC ITTIN XTO A CITY ON THE TE
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKD PAST ON THE SIDE OF A BUS WITH A LARGE ADGRESS ONTRANCE EITER
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A POKIN LOOKING UMTRELLER IS POSIN BU
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A REDMYN POSSES DIES AN WHIDEWALK NAX COR
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEXT TO A COMMUTOR BASEC UMBRELLA ON A RAO
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDN AN UMBRELLA POLKING A LIGHT ABOVE
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGOPH OF AN VEHICLE
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BLACK AND WHITE POUL OF CHILDREN TITY PAN TOR ONER
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF BOYS BEING PUPED OVER A PATA
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,ODOT WITH COT WOVES IN FRONT OF A PASTER TAING ON THE BUNCHES JRACKED AN WHIT POLER
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,TWO TUSWAN ON A AN TRAIR ANINN ETSIDE
16,A MAN ON SKIS FLY THROUGH THE SKY,A ANONE TAN WITH SLY ROUG THE TA
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER PAKED OUT DOWN IT NEXT TANIGT
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,THE MAN IS COMPUTING A MID TRACK AN TE  RA
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A SCOOTER IS READING FOVER O OF ON STUT
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN IS RIDING WITH AN AIRBORT RIDIN
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL COTOR AND A GRATEF PANZA ON A BOAT WITH A BASER AND PUSITION ATTACHED A TOT
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A RED UMBREL A EE BORDIT WITH A CECTOR OMBIRE ALEN AN PELOFI ENCLOSURE I  BORO
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,MOJOREARS WAITING FOR THE PIX TO I BA
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER ON AE TWO BACT ION IN THE CA
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A REPALT CERNER HOLDING A BASK O E AI
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO MENPAY AN UNDER EAS ONSERT AS TWO OTHERS WATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO BOTS ARE PLAYENG WITH EACH OTHER ON THE LEA
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,CUE WITH COMBO AND FINT WINDOW GEAR WILE OFE GLOW
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN A ROOM N FONEMOT
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,T POWER PAN TOYS AYINGE ROT WHILE OTHERS ARE WIGE
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,CYCOLIST IS WALKING UP O A DININ RAD
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BIRD WALKING TROH E TRAFFIC AAN IT IE
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A GUGE WALKING THE SIDE OF AN ABETALA ROAD
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A BIRD WALKING THROUGH THE CIDESTREET ON A TET FIELD
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE AND WHITE BIRD IS COSTING BY A REDY TA
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,BLACK CLOPA OF A TARG TARE IN AWAY IT 
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLD DOG LAYING ON HE BENCH WITH THA ROD
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,A GROUP OF INTI BALLS ITBOT TE INTOA OFLAT
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG IS ABUNC IN A BOOK ON A COLLECT
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,BASEBALL LAYING ON TOP OF A HEDGE AN RONTE OVN
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHAPED AS AN UPAN CITY ONA
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A CLOCK THAT LOOKS LIKE A MATAL OF ANGINE AND A OUERPRANT
43,A RED APPLE WITH A CLOCK INSIDE OF IT,THER HAVEICAS STOPPING BY THE 
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,O A LON UP TO THE STREET NATIN ABE
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A PLASTIC ATL PORGED TO THE SURFACE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,PUSES OF TUCKD ONTA IN THE POPI OP ALLO
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,ATIP ON PORSONS RACE ON TEN
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,TWO PEOPLE WITH BOCYCLES ON PEAC
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,THE HORSES ARE RACENG EACH OTHER ALONG THE BEACH
