Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL WITH WALES IN RESTRM IN EVARIN AAN TABLE IN A WIDINR
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE UMRAL WIT TREE TILES AND POL TABLE IN A SHON
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A PANIN FARA OIN FLACING 
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A RED TABLE ITH FOLY PLAYNG IN E ILE BAR ROODOW
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A VIVOOM WIT A OE IT RO TOILE  AND A RO INA AON
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING A ORBEL WALK PASS TRSIDE ON A RESWITH ANOTHER TRAFFIC CONTIN ON SIDE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A YOUN BODER IS PARKINTO MASTER TRUS
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A MAN I WALKING ADON THE SIDEWALK WITH A RIDIG A SERA
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A MAN RIKING ON NEXT TO A BO AR RAN HOLDING BRELLA ON A RAILANTION R
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,WOMAN RIDING A DERON LNE PUSPE ONSIDE UMBROAD
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,A WAMAN WAITING FO AT ON A SCHOOOL C
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A ARA MININ THEWAG WITH SORAL PEOPLE WITING WLITTER DOWNSTO
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A O ON WOMAN IN A SIT ANONIN ON A GROUP OFPOPE
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,A DALGS CE WIT CYLES OLIN IN ONERGER IT SM AN INTEGER WOLI IDE O AOT
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,O SKIIN ONSTI DOWN WHILE SMOKING S THE LITORCYCLE
16,A MAN ON SKIS FLY THROUGH THE SKY,ARPOLIN HAND ON SKIS FLIDE THROUGH THE SNOW
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER TAKES OFF WIEA STEEP LAD
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A OPEMAEAKING IN KIDI RON OAN ON E ON
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A SKATER TRILADING OVERIT JOTEER AN A POD
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING N THE AIR WIDIN AILBARD
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A GANIT STANDS AT HOME PLATE WITH A CATCHERS MPOSASHORE TO CATCH UIN A GITT
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A MINA DRASK PATN FOR A FIELD ON  BARFOR ER PARIN A F ARADY OA
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A LITTL WAING BAT NEARS TOBIG BA BALL
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER HATS HOM BAT A BASE FOR THE PITCH
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER AHIN A BAN BAS ON E BASE
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,AMON ONMAN PLAYING IN A TOBOOSIN WHILE ANOTHER ATTACHED
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,A GROU OF TWO FRIENDS ARE OIN LOKINCH OTHER AREI IN A LAKOM
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,A OLTI MAN I TANDING WIN AON AT OIN OUTO O LITTL GIRL
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF MEN STANDING IN A ROOM WITH SOME REOT
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,OMAN IN CAN JENS WIT IN O O TWO COWTE JEME TRIES OL ONONROOM WHILE OTHERS LOKO
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BAGE IS WALKING RIGHT THROUGH A DINING REOWAY
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A VERY WOLKY IIN OIN CESTETO A OE
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A RU SPOLK OTSIDE OF UCANLE SI IN A ROOM
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,ATITER OF OKON ATAL DOOR ITCOIN IN ODOF A TABLE
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A BATHROOM IH TORONDE BI ONOFTOE IT LIIT DINUTS AND CHAIRS
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,CAT COO TALL BED DONT PLAYING IN A REDRM IN A BED
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN ODLER GIRL LAYING ON A BED IN A MA
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,A MAN LAYING A A LOCOF STRAP N I
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,WHITE DOG WITH A LOG HAIRD LAYING ON DING BLOCKE PILLOW
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,BABY DOG LAYING ON TOP OFA BED ONER A BO IT BLU FLOOR
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,AA CLOCK SHAPE ON A TABA AR ESIN OT A HOT DOG
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A LOT THAT LOOKS LIKE AN APPLE A HANGUIN AND A POE BATBO
43,A RED APPLE WITH A CLOCK INSIDE OF IT,A RED AX TAKINSID  O O COROOM
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,MANY LONG CONETS IN A SINK LOOKING ATIN A WOR
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A PLASTIC OWL ON TO OF A OOEN TABLE SURFACE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,A RAAN ON JUMTBOARD A I JUMPING ACROS TE SUN
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,AO PEOPLE ON HORSES RACING TOGETHER
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,GOU PEOPEING ON A BEAC AN OLE OF PEOPLE WANIN
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,A GOUPOUP OF HORSES ARE RACING COTE AINA LINASHO ON THE WATER
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A BLACK AND WHITE BOARDIN MONKINS ON A ON A WARD
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,A VERY ASSENGER TRAING DOWN THE RUIN W H RIAD
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE LONG TRAIN IS LOING IN THE TRACV
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A TRAIN THAT IS PONA RAILING OU A BRIDGE
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,ANTRAIN ON BA AO LOWN IDE HEADING OV A TRAIN TRACK IN BACK ON ONER
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,A TRAIN GOING FLOW RAINS TRACK WITH A CROWD  OLTE BACKGROUND
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,A BLAT BEAR O OTER MAN ONA MATAL BIE ITTOPOF
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,A CAN TEDDY BEAR NEXT TO A WOTER BOXES ON THE FLOR
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A GROUP OF TEDDY BEARS EATING ON THE SIN WITH A CANAR AR ANA DONUT
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR IS SITTING IN FRONT OF FRONT OFF BOXES
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,MANY TWO DIKS I INTIECE OF OXES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,IEN OON WATER SAFN UNDER A MIDDE ON ECAN
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A SEABIRL SOTIR SITTING IN ER SOM O THE WATER INE
