Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,I BURANROOM WITH A PUBLIC WOORSETIG O CEATER IN A O INTABE AROM
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE AROM HAH A TABEN SINK AND ITA ALLWAINISAN WI
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,ABE WIL MADE IT A ON TALLON TIS INIROWA
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE ROMANTAB ROMR LAYING OC IN A O DOOR
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A INOR A WUSING IN ARON ON OR A TOM AN SHOWER
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A YOUNGILDIND A UMBRELLAN WALKS PAST THE SIDEWALK WALS WITH A LARGE OUO ON  SMOTINSIDEWAK
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WOLDING AN UMBRELLA IS WALKING AHASS TE BUS
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A MAN IN TACKRIDER ON A SIDEWALK ING TO A RID A ROD
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,OUNG MEN WALKING DOWN TO COMMUTER BUS IHOLDING OLLA ON A RAINDAL
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN OLDING AN UMBRELLA  AN HOLKING BESIGN A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,GIRL IN WHITE PHOTOGROP O WOPEOPLE SITTING IN A BASE
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A PARK AND WHIT PO ICTUROF STET I I IN A INA
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A AUKIO OF MEN ON I N OLONN A IN ONAGE
