Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A BARNIN A PUBLIC RESTERIN A COMPATERIN DEING ATABEO
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE URIAL OF A AUSI INET OLAEIN GRASSY FID
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,ATABLE WITH A MLADE ON EGANOF O ON BASA O
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A YOTT RAN TEDDY BEAR TA  LAYING ON I O DOR
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,AODER A WACIN A GARIFEON OA TOA AR O
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A LITTLE  INA AA RAN DOGS PASS BESIDEAL HOSIN DEDAGE OUTE A NOERSED
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,TWO OVEN A AN OLI IN WATER PAST ERASS
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A MAN IS PALKING UT ON A SIDEWALKING OA BAA RO
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,O MEN WALKING DOWNSHE ETER BUS HOLDING RELLA ON A RAIN FIELD
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA A BUILDING SIDE A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,GIRD AN WHITE PHOTOGOP A WOIN SITING IN A SUBR
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BATHROOM WITH OCEI A RIV AN MO AN
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,AN OTEO BANN BLACK GROUND IL IN ON AII A BENCH
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,SKIERICYCLES LAI IN A BUJARE SON IAGE REPIA REA
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,A SKI GAZING AROUND MANY ZEBRAS TOLS IN ON A BUILDI
16,A MAN ON SKIS FLY THROUGH THE SKY,A YAN ON SKO IS LIIG ING A SIDEPALK
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER TAKES OFF DOWN A STEAM COLE
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A PI STANDING ON A A OD FART OF A O A
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,SEVIN TRILIN IN BOT ONITON AOTER OOO
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING HROUGH THE AIR O WATE IN A BOA
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER AND A BATTER STANDS OWN A PLAYE WITH THE CATCHER AHOSING T BAT O EE
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,N KITTEN AI EOI OT A ORFO APOONA  DIAINO
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A ANIALIS LATING ON A BENCSTIA
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL BAYER DOTT AT A BASE ON A PINH SHORE
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,BASEBALL DAYER VIEN IT A BATHROOM ILA VI QANT
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,AOMAO DONUTS LAYING ON E DRANROM OONIOVER FOR
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PLAYING WITH EACH OTHER DINING A 
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,IN KITCHEN MAT IT O OAA DONUT WIIN O BABES REMONE ONTATE
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN TAOR ITI IN E BOL INSNOW
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TWO OAGE INESERTTWO CORAGE LAGE BOS AR INO IN ORSBO
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,O PERSONS ONE GETTING ROUH THROUGH A DINING HOLL DOOR
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A DARAN WALKING A ARONBE SURTAOTA OE INDI
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A CLOSOL IN INSIDE OF A PAN STT NARE
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A YON GIR OLANI ON ORT ATA MAICEREA
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A ROWOF HITE BIRDIS RARKING TAIL ONEXT TO CHOWS
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,AT O A FOL AT DOT LAYING IN A BEDIN A OROD
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,A WO OOELAN ON A BAN WITH A LAD
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,AA TABY CAD IS SITTING  AT A SHEE BA TOL
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A TOP IN A BOLINE IT A ATRUCK ION IN A RON
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BABY DOG LAYING NEN ON E EDO IA INO 
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A SAGA SHAPE LIKING OUT OF A SMALL DERN COR
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A CLOCK THAT LOOK LEG AN TOWL A PENUIN AND A POWDED BATGU
43,A RED APPLE WITH A CLOCK INSIDE OF IT,ENAT WITH AGRAMING FLASSA ONI
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,A MI IN HORM RA SAE BOARKING AN BIKI A WAL
