Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,WOTPITER ON A PELIBORSTER  FITER IN  OTAN RM
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE ORAL POPETOPIN SIT BENIGTI ALAWAY IN RASON I
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,ANENWEL PLANE ON TE NOLL ON DIS O
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,AN RA TAMAR MAN US IR ONDOR
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,O WARKING ON ARITA ON OF E STITO
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,AN AMBORLF UMBRELLAY WOGS PASSED ESIDEWALKBAS WITH A LARGE OUT SNOR SID
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,TO OVERLOK UMBELLAN IS WALKING APAST EVISE
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A MANI PLAKOTER ON E SIDEWALK WITHA REDE RA
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,YOU MEN WALKING NEXT TO A COMMUTER BUS OLDING OLLAR ON A RAINDAL
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,AWOMAN LOOKING AN URALLA AN BILDING BESIGN A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BRID AND WHITE PHOTOGRAPH OF I SITTIN ON A BAS
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BLACK AND WHITE OTEE STE ITI RAILWA ONIN
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,VENT  GI AR OO ONE
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,SCHOOLE BICYCLES IN A ANU TRARER SIN OAGE REPIA REAN
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,A  SO WASIN AROUN S STYS IN A BUILDING
16,A MAN ON SKIS FLY THROUGH THE SKY,A URAL SKILIZED IGRINI AIRPORT
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,SIER TAKES OFF CROM A STEAM POL
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A PA STANDING O I TRACKO PARK OF A ROD RA
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A CITY TRASLIN IN AR E MOTON OTER OA
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING THROUGH AN AIR PO IN A POLE
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER AND A BATTER STANDS OPATE WIH THE CATUROFA CITON OF AG O E I
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT, SITIN AIN O ONIN A OAN OORFUL AIRPOATA
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A HANALIS SANGING FROM A BEDGE SIREA
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL WYER DOT AT A BACEPI PEN SHORE
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,INA CORED AIR FIELLED WITH BASTIN OLLOIINASO
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,I POJOMAT PLAY ON TETERNWA ON  OTHER FO
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PLAYING WITH EACH OTHER DIIN
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH, KITHEN MOI OSIDO OIKENA BABES PORBO A CAR
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN ARO  TE BO
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,T LOGE NTWO POGE AGEBOS AN OOSE AO
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A PERSON ALKIT RI TOUG A DINING TO
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A A CLOCKON ACUNWAY SIRLE OT A COMPUTE
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A PISWOL IN INSIDE OF A LAN STET AREA
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,ODER OFFICES ANIN THE PARK OF A MELITARYA
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A ROBER FID BITIS WARKING TRAILY OF NEXT TO CHAIS
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,AK OFA ONCAT NO LAINE INAPENA ONBO
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,A WOOODE WAVES ON A BAN OV E ATER
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,A TABE CET SITTNT IN SY ANTOP
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A TOP OF E BO LINE ISITE TRUNK IGA OWN A TRAI
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BATO LAYING ON TOP OF  IT APENEN
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,TOK SHAPE LAKING DOWN A SNA DIRN CORTER
