Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL ROSES IN WESTERN ANARINTANIN
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,WHITE NUAL TRE TIES IN FONT TABLE EXSHON
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A PAINTED O N RANY FACIN FOT
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A RED TABLE N ARLIN PLANE  IN ENAR WIE
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,IOA TRUCK  A ROD AN A MOUNTIN
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A HOPE HOLDING A MORVE WALK PAST TSIDE ON A RESWITH ANOTHER TAFFIC ON T INSIE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A TRUCK BILDOW IS PARKED INTO MASTER TRUS
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A MAN IS WALKING ADOWN THE SIDEWALK ON HE I
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,MAN WI NEXT TO AAIRBA ORK ON A RAIN STATION AVER
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,ON WAN IN  DRO LINE HAS O SIGN ON EOD
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHANE GOE DOWN O ON SQUARE SETWA
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A AATIN TE BAGE WITH MRL PAPLE WIT A BLIEN MOUTAN
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A UMELA IS IT ONE SIGN ANA COMPUTER
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO, DARK CEN IT SYES POS ON OVERJE SMALL  INTIGEBAN RID A
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,A BUS STA O STAL DOWN WHILE SII THE MOTORCYCLE
16,A MAN ON SKIS FLY THROUGH THE SKY,ABACKI HAN ON SKIS RIDE ON TISTAY
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,E SKIER TAKES OFF WIAL STEEMLA
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A OVER O P TADIAEO  O AA
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A STATER TRYLATING OV OF EACH OTER AN A FORM
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING A HIRECI  AGAA
