Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A AREATEN ALOXES A PESTER IN N ARER WOL REATING A TABE N OPENI
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE UO O T TIEIS IN A TABLE 
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,NA TORK ATEREO IT AS AN REEN
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,AN OATE O TABLE OR ESA IN A PITER ROOM
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,AM OLA LOOKS ON  TLOKS LIKE A PICTURE  I SE
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A POS OFOI STREETANDI  A GETA AA O POLICE A FRISBEE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS, TRUCK OKS A PARKE RAST NEXT  E TAC PHON
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A MOMAN WALKING UP A PASSING CROSS O O EES OF  FRISRO
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,MEN  HOLDING A PASSEGER AR PASSIN RAIL JET
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,AMI INA GAAR LARING AS PORSES SIGN IN O
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,A DISTRAT BAKS O N  SHIT
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,LITTE DOG  SETIN TOT A BLICNALLI STYSIRT N
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,ST OF  OE E CHIKIN A ANAPAT
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,ARS ON A BEAUTOFUL PES OF SITATEIN ON TE BACKGROUND
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,TEA  A PHONE OF SOMTING TO HOWS ACYCLE FOR ALIGHT
16,A MAN ON SKIS FLY THROUGH THE SKY,A BAT POS TAKIN ALACE I JEN LIDE ON EE SXT OLTE
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SASON COUCHANS OUSY BLINE OF STEL SOS
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,AA POSOSONE SHOKING I AA ANO
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A CROWD SKIS FRYING A E E OF CHOTHER N COLECTIO OF SEVERA I
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING IN A FIPAIR OF ROWN TICKE BOT OF SKIS
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER HOING A GAN IS TE AT OVE TO HOTCERCHE TO 
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,AT IS BAT IT MOPON OF A  CEPORT ESTAAAE  ACHN  ISE BAT
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A ADULTOR LAING DOWN IS TO HIT OP IN A FIEL
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BAN PLAYER ELETENT ON TAS IT A GASS BITOIN A SHIT
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALLER AS AOS O E CANS ON A  BASFELD
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,A PERSONS PLAYING WOT PITUCTUR AS HE SITS ONON OTE CAS
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,PESON A FRIT US PI A CAP IT A CHECKER PARK IN THE OTHERSYD
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,SOMENE PIING PASSENGE BICALLY STYLE OTEROTE  O O CONPEX ON GIL
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COM UP OA MASSTO CARRY A INKROOM  SOMETHING  TAT
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TOR DIFFERENT MIRORS  TO LOOK O TOA FELD I OUTTONTO EACHA ESONEXA
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A CITUOS AR WINES O PASTER A DITETIN OTATE
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,PLESAL PAIRS TAND I   SECOSTMENT ET ON A LI
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,SIT ANTIQSPOR OF SIDE AS TO ONA SES ON A
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A PNIS OVER A POIC OUTOO AY TE PINC OF CITY
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,FOR CHECKMISAN LAMPAR  ONAI STATOL PASSENG CS
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,SEVERANT O TALL BEAR AT A WUCH PLAYON A TREELL
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,A POPLE ROM HAS A PICON THATA H ING ABOO
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,AA BAT OF STRIKED NICES
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A TOF OE AIRPLACE NOSES OA SLEE
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A DOG IN TA  CHUCKLEN A TOO UP  A
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHAPED ANAT A AFFT C
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A CLOT TAT LOOKS LAKE AN AN ITALE IT A LITTLE FIREPLACE O IN PART
43,A RED APPLE WITH A CLOCK INSIDE OF IT,A COEXTED AND GREN ALL BLACKON TOP OF ATC OE COT
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,A OE OUE ON THTOP OF A CITY OT A COWS AN ON NOTHE RA
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A PLASTIM COWER ON THE TOK IS A POTTOY PLASER CASE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,A PARTER RESIT A TTOK ON A ITI S OF A BEACH
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,A VERY EM PICTU OF HORSES RAICING TOE
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,OARE  TRICK AN ATIN A TE FIEL  TAN
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,A HORSE BY A PESAN A SUSAN IN A CKI
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A SOAR IN MIKO WORKZON IS OKIN NEXT TO HO
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,AC ON A REFRECTIOVE TRACKLIT FUS TRAFFIC DIR
52,A LARGE LONG TRAIN ON A STEEL TRACK,A PARKY OT RITING ANMOSEN FOR PAPE SIN
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A BUE TRAIK THAT HAS USON RAILN FOR A POREATION
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,TIG ONOITUDYA TO PIT TANDING ALOTEN TREET E
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,STET TRAIN EX ITET TA IN ACROSS FORM AAN TAVO
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,KIT PISATURE OF POSES O SITTINS A BOT
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,A CA TAKING OUT NEXT TO OCASES WITH FAR
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A TEDDY BEARS PO AS A E SO  OF A STASAGE
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,TEDDY BEAR SITTING ON TAR OFECOTIL BOX OF SIME PLAY
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,A ATTO S I TACE OF BOXE
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A  O PERCE TEET INI E TE A OF A TRE
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A SCENE WITH PLAYGOSI  INTICAT WAY OF EA
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A SERAN STAND T E SA OF ANBOARD IN  TEATER
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,A BLACK BOT JUS STANDING IN H DARK AS OF A GARGE TARFISPAN
65,A SEAGULL STANDING ON THE SAND OF A BEACH,SIR SKI ENPOIN  SIN TO TOON AE BENCHIRD
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A PENOF BICYCLES ACKET I A PEPE
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,A TECKOA SONA ESTATO ON TE CEESTOS OF PEOP
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,I A DOUBLE EXCELECTROIC TRECK SURPLIES WEE
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A COCTUR DORKERS BUS LIKING DOWN THE STREET OF E
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,IS STOPPED BY TRUCK UT ON O SIT ON E PAR
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A PARSON IS ON A CWITE PO PATED SET UT AND SOME ON O
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,PASON WITH LOT ANDOF OT SERVED ON THE PA OF IBA
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,A KITTEN SATBO TENNO ON PLATE OF E SINOF PIZZA
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A SMILING GUY SIS TOS FACE FOR PIZZA ON PASE
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES, ON THE SIDE OF THIS AFFERONT LAT TA COIST ON MOT PIT F SISE DUSTRY 
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A TE INY STETS TAKS ACROSS  SLIGCE OF TREE
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,FIVE FEE TO MEN  SUN SITIN  ON TE STREET IN DISPUTON OF TOKEN
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A AN ON DISPOSUE OF A TIRE PAKA O I SNIKES
79,A MAN ON SNOW SKIS WITH HIS DOG,A POUPLE KEEP A SKEPS ONHE SOF OTOE
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON OF O ISKI SITTIN TOPPING IN  SNOW CASTES AND A TACKOROF ESNO
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,IS ARE GRAFLY AND OTER ARE TROSSING A DRISIAE
