Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A CURTAIN COVOR TOPEC A SEVERAL A O TARKI A T
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,I I TI OAN  OE WER A A I O O
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A ER AA A A ON IT A COSSIN A CEDEU
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A COPTURE ONTA A PINTE IPLAY IN A TEMPIER A
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE, TRAFFIC PATIN IN ANGLIS WIS A FESTE TOI FIPED OTE TOP
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,RAP ANAY JUCK AA CONTRAACTION ON TERAIN OFFITER
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A E OF PEOPLE AN A CROWDI INT HORSES ON THE STREET
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,AYCES AIN  SUPPOSE AS TOKEN FORA
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,AMAL OFPESON  THE ECES OF EPARDRESS AND UMPRELLA CONO EAT OTHERTA GUY
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,SEVERED OF YELLOW ARE RINING ON THE OTHER SIDE F WALEN
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,AAEDONTESS TTSIT OF A MANPA
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,ITH SIX CLOSO CATA A O 
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A COUPLE OF OLKON IIE  A FA PAS ONE BUS
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,EX BANSTHE OTHER SIDE OF A TEPENCAR LITE ON TE STIRT ON A BO
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,AO TAG ON TE PIK O SIT A  STREET
16,A MAN ON SKIS FLY THROUGH THE SKY,A SKI ER WITH A SKI AND LING LING THROUGH WOOSI OTISTANT
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,SPAE TAKES OFF OF THE I I OA S
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A ACOUC OOF A SIG AN EACH OTHER 
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,SKIEIS LOOKING THROG THE IT A ATI E PEOPLE BARDTHEM
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN SWING OBSER THEIR PAIRSRUNNING OVE A TEN WIT OE
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER AT A BANIS ALLPLAYER IT THE CATCHER OF A CESSION TO PATCHAI
