Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A KIR COVER STOPPED BY SEVERAL OTER ARING A BIO PARKIN BOE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A OT OAI I TING NE WARA AN ONA
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A CAT PAIN INA OUT ON IT ON AENOA BAS ATAR
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A COUP ARE STANDING ON ISBA PLAYNG IN AN ENTAR OO
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A TRAFFIC LIGTING TAIN AT JIS A FUSTI SWINKININ OUT TE TOP
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A RAPAN A JUT TA N AIRYC Y ON E TECTION OFRA MOFITE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,O AI ANETROIC IN  BOSED ICE
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,AIIS AKIN SASIN O TODE BATI
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A E A IN E BESES OF A WITER AT UMSILA CONCRET OTER
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A HED OF YELLOW ARE LINE ON THE OTHER SIDE
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,A A  O DOTA TELSIOF A AN
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A MAGNET IN FULL OF CATE  TA ON IDY 
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A COUPLE OF HOROE IE INN O A FORFISH ON A DES
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,E BASKIO THE SIDE OF E ENSE LI ON A DART ELDEDO
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,ATAGGED ON THE ANK OF A POS BATIN
16,A MAN ON SKIS FLY THROUGH THE SKY,PARK PARKING METER IS IN LINK LINE THROUG LOOKS UROU DISTA
