Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,BIKE AIRLANING AONGO A ID STRET  AIRWALKININ E TA O OPEN
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,WHITE PHOTOGRAPHED IN TAES INASHOWR
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A ON A PARK I PARKING AR TINA RAN
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,AN AVATE OF PALE ORN SAN A IN EGAD
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A WITH AN ELETETS ON TH ILLSIDE OF A PAY 
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A COTANDA LARGE AN OP AA S A FRISBEE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A TRIPED ONTO A PAKE NES ME 
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A MENIN WALKIN ELEPAN NANBOS AN OPET A RISBEN
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY, MAN A HODING A BATETO AR NEXT OMELJET
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,SIH INA GIRAFN LINE IS ARS IN ITO
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,IRT ESTRAT NEX TO A  SHET
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,IN OG I ITING TO A LADANY STYSIRT O
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,BATO O DO IELD  MA OS OF MA C
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,A ON THE SIDE OF A RETRTE SIDE ON E BAD
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,A BUS  INA ON OFSOD IT  LOTORCYCLE FARI A
16,A MAN ON SKIS FLY THROUGH THE SKY,TWO BATHDOORS TAENALI SENJEN IN SO LIHT ON LOOKAT EX TA BUILDIN
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SIRDON LOU IT OSSY GIL OF SNARSOLS
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A DEFFIOT SOKIN IT AN AAS AN OSAI
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A COWD STANDS BBY OF WINDOWS OF EACH OTHER IN  LACKOF  EVERAWA
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING FY PAIR OF BROWN WIKA OT O CAT
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER POYING A GANA TIEW AT ALVE OCE TOO I
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT, MIN TAIS DS TO A TU O  E PON AS TEMPLE AN ISEPOO AO A I COUCH NEXT O PASS
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A DESORTFUL LA DENETAS TO A OD
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BATIEN O A CITY GASS IT EANSHO
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A A BAS WARIN A IT ON OCANTIS ON A A DETOP
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,AGE ONA DILAYIN WITH PAPENDE AN HE SITS ON O  OE TAST
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,A OPECTIONAL FRIT OP TO A CAT O COCKER PARK IN OT I
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,ELEPAN PASSEGERLIC MALISTY LOTIVSPAI A ON A CONFE NEROD
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COMOUTPASSY GAA ANDRINK ON SOMETIN
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON, O MATER TA ON O LIG OO A BI OON OTE EAC  ES O ONE OTER
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BANCH OF A WATE A STAR PATIN FO O IFIA
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A LAS HIRES AL TICED TOSI AGAST BE OS
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,THE ANTI PON OUTSIDE AS TH OANSES OF IT
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA, OVER TROP INA OUONTO BAG IIN OF  CITY BAD
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,CIKI AN LI BAR TOPI ONA YA AFIEL PASSEN 
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,TE  OF AN ERPALL DA A DOLETA PLAOARAN
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,A PUPLIC ROOM HAS AMISAN BAD A AVE ONTE
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,IEN  E IT GLASSES A BATOF STRIT AN IT
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,O AN UMA AIRPLANES MOUTED ON E ESI
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A DOG AN O O SEVAL ASA
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHANAD AFRICAN C 
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A TLOCK THAT LOOKS LIKE AN AIRE TO WITH MANDO FIREPLACE N PARK
43,A RED APPLE WITH A CLOCK INSIDE OF IT,A COPI TED AN A DALL BLAK O O TOP OF ON
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,AA OW ON E OF SITTING ON THE GROUND N O OT
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A PLASTIM COW ON E COP OF A CAD CYCOCYCISE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,A CAT REST  ON A FORITIN SIIN O A TUFBAS
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,A  AN PICT OF HORSES A RACING TO TET
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,GRAI SI IN A A PLAYING FEDOL AY NIG
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,A HORSE O A TREE NEX O OTON RIDING A SID
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A SOBOTIN MAKA WORKDONIT OTIN IX STORE
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,AG ON A RFRESTEN TAKLIT O TRAFFIC BIRT
52,A LARGE LONG TRAIN ON A STEEL TRACK,A PARK BARK RIDING AASSA O IVESIN
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A BO CHICDREN IS PAKING AROUND A SURFOECN
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,A TRAN FOTATATEARA IITA HEADING ANOTHER TRITE S INA BACK OT
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,A TRAIN ATINAT AC IN A GRASS COR AD ANSOWI
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,A TIN PISTU OF LARG AE DIIE NA HAT
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR, ELEPHANT TEDDY O NEXT TO HOUCHES WITH A FAR
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A FED GRAZ O SIT I A SANA AT E
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,TEDDY BEAR SITTING ON PARLEC AN RELOX ISNPAO
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,AANG CECS AE IT TISAN BASI SA
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A ON A BATE TET IDIN TE E OF A BA
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A SCENE WITH PYGNOSIC HANDICANT LIN OF A
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER, SEANSTANDI IT  SILE ON A ANON  LI
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,A BATDOT JUS HA AN BAT CAN STAN ON A RIT STARFIELSIDE
65,A SEAGULL STANDING ON THE SAND OF A BEACH,SISARETTE TAND LAN SAND O ON ON ENCH TE
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A PANED BISYCLEF ATLET A RAAIT
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,A O OTASIZEE ONAAO O A ESTO
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A DOUBLESTECTONIC PECKER A NICE A IN I SIT
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A O COCO WORKER AS LIKING DOWN A SITE A
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,TEIS A IN PAZA IT A SI ONON
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MASTIS ELIPANT WITH A BOK ATIT SET UP AS EON
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS, BASAT IS BOTI AND OTE SIDE ON THE TAKOOF ATREA
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE, SAND UP TOO IEA   ON STE
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A SMILING GUY SINIS RACE AS HILLSIDEON
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,FIOS ON THE SIDE OF TIS DIFFERENT LIKS OF DICEDON WOE PITES OF SIZED DUSTRIS O
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A STANSIN STANTS BAKS  PASSOGE LASED OF TE TRE
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,FIVE MAMEN ONS  A BAKS ON A STATET SURFAC OF TODE
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MANA DISMESO IT TIRE ANERAE NESA
79,A MAN ON SNOW SKIS WITH HIS DOG,A REGL IZA SLIPS ON  TOP EX TOT OTER
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON OF AISASITTING TOPPEN A SMALL OICE ANOTA HARAT
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,S ARARALY OF  MOTEBAR BILDIN A VISI
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,ITA  SIIN OF WHITE OGYCLES AN A ILI AN EIN IE
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,AT TAS A I OME IOVERS ANSOATIN NEXTO AFRAG MUTYCLIST
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A AL GIRAFFE NEXT O TOO  TRAFAN E TA
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,TE TALL OVEN DIKE STATE TO ISAICH IN ABOVE E TRUCK
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,AF AROM EXUPPORTEN ON  HAIR N A AIICATI A ION ISIDE  APAT
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,A EGREN TA IN CITY OF FIREL IT ONETRECTEN TACKIN ON AVE DA
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,ASTAI PASSENGER SHORIN LIGHT OF E MATER STNDING AN ETET
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN HOSE  OER ON BERDY BERD NE A S A FLARS OF AAC
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,AN ELEPHANT TANS ONA TOWS RIDES TO A HOWEN A SIG BILDIN TOW
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,A APE OI LADS NEAR ONTOP OPAD ON E SIDE OF A A OE EL
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,IXOF A MAN SITTING IN O  T
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,A SANDWICH ON SITTING ON THE SIDE OF A TAD
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGN HANDING ON TOP A SCREEN TOETHER ON A PANOVEEM
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,A BUS SITS AT THE BRINTIDEHOSE O ON A SOT LI
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,ERSN OF A APAN OSTORI ELEPANIS ONA LICO IECO RETIN
97,A ROAD FILLED WITH CARS IN A DESERT,A ROW OF WAY EX TO ON A ESIDE A SI
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,IS EGE OFISTR IT TUASTA LA A COPDORS PIESTACSO E SAT
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,A A TITE TRUK IS RESTING  ASA SIDE A
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,A HAN RIDING A SKATE PARK PERCHING TRAFFIC RAS BEIND FRONT OF A ARKIN ELEPHANT
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,A LARG DIFFEREENT FLI FOM PANTER AING I FRONT OF A STON COUCH
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A MOG TALE WITH MANY POTATOS URROUNDED ON IT AND ORTOF FOONIT
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,DISPLAY LIT I ADALL ATOAN ORAPE ALONG A AI CAKE
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,A KIEITA BILDING  EANON   ONTESWILE TAIS ON ALIK ON ACCESSORS ON A TES
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,AE COS TAS AT HIS OUTPORT ON EE TRACK
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,TWO TRUCK PASSENGER WADIN AN ISIN ROMAT A OSA
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A MICROWAYE ON INTHESIDE OF AN OVEN ODOG
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR, OF EITIN TIN IS ONIT C OF WORD INI
109,A CAT SITS ON THE EDGE OF A TOILET,A SWING EPED TUCK AT DOG IT IN FRONT OF IT A ON
110,A CAT IS LAYING ON A TOILET SEAT,A OKEN CERSEF SID TE MID OFA STAB
111,A CAT SITS ON TOP OF A TOILET BOWL,A BICE WIT A TAT FRIE ON ASOE OUTE SKY
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,A TIN TASTIN IT A PASI IN A PA FOR TONTIT
