Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC LECTROOM NEAR A WOODEN KEYBOARD
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE UNIMAL OF A CIW ARON PEOPIN I ION
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A PATLE OF FOOD AND A WOVEE TATING
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A NITTLE RED TABLE WITH A PLAN ON INTEGRAS
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A LIVING ROOM NEX TO A A BENTTABLE WITH LA SITTING ON TE TABLE
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BESITH A LARGE ARCE AO
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA IS WALKING BESIDE A TOK
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A WO
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEAR TWO PINDEBERTS WITH AN UMBRELLA ON A WIN
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA AND WALKING BEHINDER BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF A GRAN FI GAS
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BLACKIC RIT POTE OF SOME SITING HODING FOR A TABE
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF GINES IN AT HOLDING A CROSSWALK
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,ABE PERSA STATING IN FRONT OF A CHOCKLAY SIN AND FRINK I LECTON COMPUTER
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,A CLACKTOR WITH A TAN PAN A TAN  TAC
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON SKIS FLIES ROUGH THE SKY
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,ETINA CAKE AL RAWNI IN E FIELD
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,THE MAN IS ENDING A NITMOS INTAING I
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,THE CMPUTER IS MEATING FOM O ASENA TOA
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING IN E ARRABLE WITE
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER AN A BAT IN A ETRAN PLAT WITH A BATTET  TO REPIT TO CAC E HOC
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A GANIT DAK WITH A OCATE WIT E FONDOR ONPIRS CONTE ITH POTER OPLE OF POSI TEN EACH OTERON
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A SABL IS PAISING FOR A PICTURE WITH A BALL
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER HOLDS I BAT NEXT TO THE PITCH
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HITTING A BATE TO A BASE
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TEMALE PLAYS TE INENDOS A CONSOL WHILE TWO OTHERS WATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO BRED ITE COON TO EACH OTHER ON THE ROAF
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TEET WITH SEMBERS ARPORIN E RAGE ON ABOVLE WOG
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN A ROOM WITH A MEMOTE
