Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN KEYBOARD
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE MURAL AN A CHIL A BATPAPER IT A DISON
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A PAITEE SINK AND A IVEN TACEN NEXTOIT
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A MIDDLE R LABLE WITH ETLA OIN IN THE BAT
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A LIVING ROOM NET O A BADTOOM WITH NO SITTING ON THE TABLE
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALK PAST THE SIDE OF A BESH WITH A LARE ACEN ICAN
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA IS WALKIN PAST AHE BUK
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A MAN
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,O WOMAN WALKING NEAR TWO SANGERS ARES WITH AN UMBRELLA ON A RAINDAY
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLWA AND WALKING IN AHINER BAS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,A BLACK AND WHITE PHOTOTOM A DOM  TEO DES
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A PLASTIC REPUTER AFSOVMENT CITTING OIN CO TABE
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF WOMEN IN A ROOD HOLDING A COSPHO
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,ADER ITAN STANDING IN FRONT OF A TATWAY SAING AND IN IS QALTING A TOTER
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,O TA ONIN A TAT A ON IN TA
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON SKI FLIES ON TE HILL
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,ATENDO KIKE COS DOWN A BI AI
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,THE MAN IS EDING A WIDBAS INTEIN A
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,THE SKITER IS MATING OTILE OTEN INTOE
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING INTO AN AIR WHILE RIDE INA O
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER AT A BAT IN A JETET PLAY WITH A BACKET E ETENT TO HAT THE HETT
