Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC DRESSRAIRCHAIR WOODEN 
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE URINAAT
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE FITH A TABIN FIIIN PAZE
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM, OMAN SABPLAY ONO
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A II IEA 
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALK PAST TESIDE OF A DESE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WSAN PORSIN UNBELL WALKNG OA BU
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A DEFSE CARKIS DIVING A SIDE WALK OE TIT
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEXT T  BUS I I  ON ARI
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDN UMGIRL IN A HOL LIND ABOVE
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPP OF GAT INA FACE
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,BACK AND WHITE POILET OF CIE I I I
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUPOF BOYS IN SKATEBOARDIN 
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,A BASAIN A PATE
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA, A A AIA A
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON SKIS FLI THOUGH THE KI
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A TEREIS SO OK DOWN THE TEE
