Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A AIRPANE IN A PUBLEDESSEAR SITTING E
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE AN WI ITI
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A TABLE  IFFRENT STACE
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,TO III 
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE, TI
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WITTEN PODE UMBRELLA BAK PAS BESIDE OF A DESKSI
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,OII UMELA COK
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,TE IS A POCER DASIDE WAKT
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,WOMAN WALKING NEXT O TOBUS
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,IA UMBRELLA SINE A BOVE
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOPH OF IT STEBA
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,SIN A I    
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF WHITE SITS ON I
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,O
16,A MAN ON SKIS FLY THROUGH THE SKY,AON STEN WHITI
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,EI SIKS OFF WAK
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,ASTET IT
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,SKETER IS SITTING ONEO
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLIDNG THROUGH AN AIRPORT RUN
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN THE BACKEIIT E TAKAA
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,ANA DES WITH PASES IS SECEN ON ITASPAA
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A GOEEDEN TREE IS ININ SI STE
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,AN A BOKOI AT
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER IS TE JEST
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TPLAY IT A CETEEETE OF TWO OTHER WI
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,POPLEPA CETER ON E WI
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TWO I E AN SHOT OF A WALL
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN A BOF OF E
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON, THER OTER TE TIT  TACINO OF A STUK
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BUK  WACKIS NEXT TO A TIN
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BER IS WALKING STREET ITBAT
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A ITROT SIGN ON TANTO
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A BIRD WALKIN  TI PATTOT
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE SAPE WIT TAAN
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,STANDUS ON A STONE STACEVX
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,A AO A  O
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,TE I E T
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A COSA BOX  AND A BOOK ON A COLLET
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A TOG TAN OPI
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,CLOCK SHAKES ON TE TOPOF CITO
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,CLOCEX I SIKEOPL AARI ON TOL A
43,A RED APPLE WITH A CLOCK INSIDE OF IT,TA HAS TOPIN BIKE
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,YELLOW TOP IT SIT O
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A PLASTIC HAITOTOS
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,BORK  STOP TO O S
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,A WALL HORSE IS RACEN 
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,TWO PEOPLES IN TITEN TATE
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,THE ORSES AR REACE O EACH OTHER ABONE THE BEACH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A BLACK AND WHITE OINIS E IT
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,APITO TOAR
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE PUM TRACK IXTISI
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,ATRAIN IS ON THE RAILWAD BACH
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,PLAYING ON TOP OF FO TAT TA OF SLINE A  OO
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN WITH A FLONWAY TRACK ON SOT
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,A CAIR SITTING OON  IR
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,A
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES, A I I
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,TEDDY BEAR SITTING IN FRONT F A BAS
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,A CITTY THERE SITTING NEXI PASCES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,AT SO ON A PIE OT OF A RO
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,TALO ON T
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER, SI S SI AWA
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,LEIN BUS ADINAI
65,A SEAGULL STANDING ON THE SAND OF A BEACH,O PEPL SATING ON THE TIN
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A BUMCLE ON EO
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,O COS TET OS NE STREET
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A DELT DESK BUS SI OON E
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A YOLOW BECPER BUS TRIVING DOWN THE TT
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,A DOL BUS ITSITTING ON TOP
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,AN OFE ON WA
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN WITH A SOT OF AN RAFK
