Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A ARINA I A PUBLIC RESTER PAR WITA TAT
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE MAN II
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A CATESTAT
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,RE WATE  I ONEGROUND
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,TE ITIN
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN WITH AN UMBRELLA UCK PASTA BICYCLE BUS
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,OKN WIT UBELLA O 
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,TWO LITTLE BACKE YARD I EX TET
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,WOMAN WALKING NEXT TO O PBA AN O ONWA
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,OTORFUL UMBRELLAS TALKIN ESIDE PUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF LOT STEETFAS
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A TLAFFOR WITH VATI A
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A PIECE OF WITE TE O
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,CIBEIIT 
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,TIT ON OO
16,A MAN ON SKIS FLY THROUGH THE SKY,SITIN ON SKI QITI
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,ATIER TAKES OFF RON
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,AT 
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,ER IS IIII
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN PIE IT AN AIRPORE U
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER OND A RIT EK AT WITH A BACKRER I AO
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,IN A DUCK ITH AEOIT PAT
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,ABO IS WAITING FOR THE PITCH TO BE BO
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL I I AXI
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER IS IN THE BASK
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,POP PLAY INONTEF AACO OS THE OTHER SO
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO BRED AR POT OER ON STREET
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TWO E OEEI FON OBOK
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PPLE STANDING TABLE P OAA
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TEE TROKS PLAYING WII WHILE OTHERS STUP
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A PUSIS WALKING DIH TROG EVIN
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A SET IS TOKIN TR A
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A BASEBRALL INSIDE OF A XT
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A BA WALK X TO
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A MICYCLE IN IT
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,TATO OF A ON TATA
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLD TON LAYING ON A BASK
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,TEI OS SIT TOINTET
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG WIH A BOX  AND A BOOK ON A PALE
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A DOG TAT
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHAPED LIKE E TAON ONE IT
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,CLOCTAT LIT RIHE APPLE ETTENDING ONTOL PLA
43,A RED APPLE WITH A CLOCK INSIDE OF IT,SED OUT STOP BI
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,E LALK COS TO THE SAEAAI
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,OF A PLASTIC APPLE T DESERTCE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,BIT TOIN SOMTOS
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,E OR HORSES RACED N THE AIRPOR
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,O  I  I
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,SUBORSE AA CH OTHER ON THE BEACH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A BESON DETANIT A TOFFI ED
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,TOP IT OMSON OSIN
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE BONESIDE
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A TR TATIS ON THE RAIL OA BENGE
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,SLAN ON TOP OF OTA SET OF PLANE TA NE OO
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN WITH A CO TAN TRACK NSA
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,TEDDY BEAR ISSITTING ONT OF A FIRE TOT
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,I O O
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A E BI  A
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR SITTING IN FRONT OF OTE BAS
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,IT TWO VASES AX TIS GLASSES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE, KITER STAND ON THE  OF A BID
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,O TETE 
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER, OOSIDE
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,EI COS I
65,A SEAGULL STANDING ON THE SAND OF A BEACH,E CB STANDING ON THE SIDE
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A OO SIDEO
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,TORE IS A TOSTET ONU TA TRE
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A DOPO TIT IT I
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A OUE LECPER BUS DRIVES DOWN THE STREET
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,A OE CUS IT SITTING ON TOP
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,AOOO
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN TAKING A LOUT OF A SENT TUP
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,T TE SAN TOP IT  A TIT
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,ASIN OF IA TI TE
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,SID ITO
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,TAT UPTO STAND BY ON A STAIRPANE
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,TO IT OFFIT
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MANAL KI T WOLKA
79,A MAN ON SNOW SKIS WITH HIS DOG,
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,PERSON ON TOP OF A SNOW COVERED SLOPE NEAR A BOK
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,TO GIRAFFES RPARKED
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A BASTET TON
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,RAS R OF ONRA
84,A GIRAFFE THAT IS STANDING IN THE GRASS, TRAT ON BENC O TE GRASS
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TALL PARA STRACHED TOCH IG
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,A TALAV OF ONKAWITHA FOW OA A
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,GRE OET
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,PASSRENGIS SHOWN ON THE BACK OF TABRAGE
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOKTOP OTER LARG TO IT PEOPLE I O
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,BD AACITY
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,A ILECTIONIT SE S OOI
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,TAN SIT  ON  BI
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,A MAN WITH A SHIET AN CITTY BYIN
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGN RIDING EXT TA BUILDING
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,A SITTING SIT NEXT TO A BOTDY OF WATER
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,A ELEPAT  ARKE IT TEROD
