Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM  NAR WOODEN SINK
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE UNAT WHITE  WITII
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABOOM WITH A TABLE SI IN NI INI TASE
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,OMI SAM  LAY  ROM
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A O I IAD I 
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA BK PAST ESIDE OF A BUS  I
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA ROLKIN A TRUCK
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN WALKING DOWN A SIDEWALK TOW THE STEET
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEXT  TTER BUS A  AL ON A RA
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A MOMAN HOLDING AN UMBRELLA ANA TOLKLYINE A BOVE
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPOF AE STREETFASE
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,BICOA IE ATIN I I  
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF BOYS IN SEIT ON IN TA
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,A BANDRESSIN A CITE
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,A I A 
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON SKIS FLI IN THE SNOW
