Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TIT
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE AND ON IT A
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,TABLE WITH A PABIIT A FIT PAC
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,AOGE TABLES PLAT ONIZA
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A AO BAT A 
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BENC
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN HOLD AN UMBRELLA WALKING ON E RASS
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN PASK E DON  SIDE DOWN I  TRIT
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,AWOMAN WALKING DON IIN ZERA IN AAAN RAN
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS, OMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF GA TARCAS
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BRIGT A HOLDING I SIRI I I A
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF BOYS IN COSE OV  A
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,A BASEWIT FOATER ANA CAE SIIN IIEA OF A FED
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,AA PA PAII
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON SKIS FLY THROUGH THE SKY
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A PAIR OF TRANS DIVING DOWN THE STREET
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A BER IS IT SES TE
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A GIR IS CATING FOLL O CES
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING  A AIR BORT RU
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A BATA A  I A BATCHER IT A BATIT
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,AA DESOT COEA IOAA T OS
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A HITER IS TADING FOR A PITCH TO A BOT
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER A A BAT 
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HOLDING A BALL
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO MEN PLAYER ANI ABAO A WI TO OTHERS WATC
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PLAYING WITH EACH OTHER ON THE FIELD
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TWO IBA OO FIRO GAME IN FON A OI WATER
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN A ROF M
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TTWO COWE E S TATIIA OTER A
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BIRS WALKING RIGHT THOUG A DINET
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BERRI WALKING OF FOOD I EE TE
