Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL WITH A PUBLIC RESTROOM ANCORA WOODEN TABLE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE URINAL WHTE ABI PAE IN TAT AA
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE INCLITI TABLES FOOD AND AMETER IT PIZZA
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE WID TABLE WITH A LANG ONIT IN THE BEROOM
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,AN ARCIN MOTIMALTITO A BRENCH ON EX RITE AAN DON E SAAL
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA AND WALKS PAST ON THE SIDE OF AR BUS WITH A LARGE AGGER AX TACE INSIDER
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A OPEN WIP UMBRELLA WALKING PAST A BUS
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A BUCI CLOCKES ALLOCAN SIDEWALK AN A FIELD
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEXT TO COMPUTER BUS WITH AN UMBRELLA ON A RAINY DAY
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA IS WALKING SIDE ABOVE
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF YONG SCEEEN HORS
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BRICE AND WHITE PHOTO OF CHILDREN TITTING FOLD TRE OME
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF BOYS IN FOODS ALINA OT ON A
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,SCHOOL BOATS WITH COSLOBENINONOF A COCCOLATE SITIN ON THE INTAGE ROCKY BA POLO
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,TO COSSWAL  CITY STAT ITH MAES AT ART
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON SKIN FLY THROUGH A CAW
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,THE TIA TAKES OFF BROWN IT TE A CORT
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,THE MAN  ISCECTING  A WOOD TRASK A IN THE APAR
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A SKIER IS LEANING OVER WHILE JUMPING THROUGH THE AIR
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING THROUGH THE AIR WHILE RIDING 
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A BATTING STAND REST ON PLATE WITH THE CATCHER INTO THE MISHING ATTATCH A FOLT
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A RED ON GRASS WER A BIRD IR WIT A SNATTER A UMPIRE ATIN IN PAR INTE ENCLOSURE IN A EDORWAY
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A KITTER IS BAKING THROU THE PITCH TO AKE BAFL
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HOLDING A BAT NEXE TO A BAME
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO MEN PLAY TA NINTENDO WIME CONSOLE WHILE THE OTHERS WATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PLAYING WITH EACH OTHER ON THE WII
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TWO BOOKS AN VOING A PLAYI VIDEO GAMES OL OTHER GLOVES
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN A ROOM  OF REMOTE
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TWO COTTERE IMAGE WOL DISPLAYING FOO WHILE OTHERS LOOK ON
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BIRSE IS WALKING RIGHT ITH A DIN OM
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BIRS WALKING TREEN A TRAFFIC LAAN I BILDIN
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A BUSE WALKING INSIDE OF AN EM AREA AREA
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A BIRD WALKING ON PILD TO A GREEN CANA ZOING
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE AND BLACT BIRD WALKING BY A AROIE CHAIR
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,A CLOS OF A DON CARYING SITAN BIG IINE ABE
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLD DOLL LAYING ON A BED WITH A BOOK
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,AGROUP OF BASIN ALL PIPR FOD INTO O ONON
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG WITH A BONNET OF ON A BOOKS ON A PILLOW
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BABY DOL LAYING ON TOP OF A BENC UNDER A BOG
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHAPED LIKE A UP ON A SITINALA
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A CLOCK THAT LOOKS LIKE A APPLE OF ENGUIN AND AULICE LANT
43,A RED APPLE WITH A CLOCK INSIDE OF IT,A PIZZA THAT HAS A PIZE BAP IN THE SIDE OF TOE 
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,AN ALON COCK WITH A SINK LOOKING HER FACE
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE, WITH A PLASTIC APLE PEFORM TWO ESURFES
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,BREAKFAST IS STUFED IN E PENTA IN TOPF COTIN PO
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,A POUPLE ON HORSES RACING IN A FIELD
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,TWE PEOPLE BO CICLES FAIN PECH
