Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE AND URINAL OY CAT  A ERA BENEAT A 
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,TAPER FULL OF FRAT AND I OTIN I IN TIS PASE
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,IAREA TABLE ITITA PLATE ONA AN BATHROOM
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,AEMOTEPANT AE RESS TABLE WITH ISPLAYED AN E ONE TABLE
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE APPLE ISE INSIDE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN HORKING UMBRELLA SE WALK IN FRONT OF TRACK
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN COSKADOUN E SIDEWALK EX NX TO ATER
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEXT TWO COMMUTER BUSITH UMBRELLA ON A RAINY DAY
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF YOUNG SKARE BOYS
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BRACK AND WHITE PHOTO OF CHILDREN AN A CONEN NER TO A PAT
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF LINES IN CORTS HOLDING A GRASSPO
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,A SCHOOLBOY SIT CROSSLOADED IN FRONT OF A CHOCCLIVE SIN  VINTAGE BLOCK CODERED COOD
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,A STOL CATIS BA ON EOTE SAE  AN E SIDPOR
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON SKI WITH FLY TRINKLE SKY
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER TAKES OFF BROWN AND SNINKY FIELD
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,THE BER I TWO YOOTHBLUSH N E TEES INE MOUT
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,SKIER AT IS LEANING PHOTOMEL JUMPING THROUGH THE AIR
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING IN AN AIR WHILE RIDING
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A BAT I FROT HOME PLATE ISH A CATCHER I ISHES AND PATCH O HITT
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A BIR ON BAT IS A A PERSO SITTING UPTO AN UTPIDE A CAAND A PAYER OE A OSE O A OA
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A HITTER IS WAITING FOR THE PITCH TO BA BLOK
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER AS HIS BAT AWAITS  ON THE FITCH
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HOLDING A RAM AN A PLAR FAME
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO YOUNG PLAY AYIN INTENDO GAME CONSOLE WHILE T TWO OTHERS WATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PLAYING WITH EACH OTHER ON THE LIIF
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TO WITH TWO BIRDS AT A PLAYING VIDEO GAMEN WHILE ONTER FLY
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOMEREMOON
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TWO COLLER TREES TWO COLLEED HUAGE BORDS TAN IN WHILE OTHERS LOOK ON
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BIRD IS WALKING REGHT TO A DINAC
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BIR WALKING OSINE WITH AN ATICA IN A POR
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A HOSE WALKING INSIDE OF AN AFECEREA AREA
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A BIRD WALKING ON A SON FOR IN A PASSETOREA
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE AND WHITE ROSE WARKING ON A TABLE O O CHAIR
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,A FLOWF OF A OL AN IN A BET IN A WOD
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLD DOLL LAYING ON A BED WITH A BOOK
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,A GROUP OF AS DOLL I BOKS OBEA ISBE ON E WATER
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG IT A BONNY IN A BOOK ON A PILLOW
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BEACH DOG LAYING ON TOP OF A BED UNDER A BOT
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHAPED OK AN APPLE CITTY Y A PAT
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A CLOCK THAT LOOKS LIKE AN APPLE O PENWIN AND A PALAC BACKON
43,A RED APPLE WITH A CLOCK INSIDE OF IT,ABER AT TRAF IN FIT OF A A
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,IS ALONG CLOCK TO THE SAFE OF THEN AIRPLATE 
