Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM WEARIN WOODE KEYBOARD
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE URINAL AND BAE PIL A BANIPE IN TE KICEN
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A PLATE OF FOOD AND ABY WONECASIN
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A NITTLE RD TABLE WITH WIT A PLATE ON A ENDEBATOM
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A EATIN ONITE INTO A BENCE A WIT  ICE SITTING ON THE TABLE
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ALTET OSAN ON OT SIDE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,AAWOMAN WITH AN UMBRELLA IS WALKING BESAK BOS
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A PEC
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEX TWO COMMUTER BUS WITH UMBRELLA ON A RAIN FAD
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA AND WALKING BEHIND A CUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOL FONS
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A FRONT AN WHITE PHOTO OF CHILDREN SITTING OD TO A TABLE
