Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE ANDORINAL WHT CATROM A BARTHTOB IT IN O
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A PAPER WITH A PAT AND CABIN DINI SPACE
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,DITE RD TABLE ITIT A LAIN OK IN BATHROOM
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,ETEN METEL HON ABA RE TABLE IS DISPLAY ANDCONFEN TABLE
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE AGETWISNED INSIDE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN BOLKING UMBRELLA AS SHE WALKIS ON A TRACK
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN TALKES DOWN A SIDEWALK ER NEXT TO ATHER
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEXT TWO COMMUTER BUSIS UMBRELLA ON A RAINY DAY
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA AN AND WALKING BESIDE A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,BLACK AND WHITE PHOTOGRAPH OF YOUNG SKARE BOADS
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BRIK AND WAYE PHOTO OF CHILDREN AND A COEN NAX TO APA
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GROUP OF WINE OX COTS HOLDING A GASTOP
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,ASCHOOLBOY SITS COCLATED IN FRONT OF A TRUNKER SIIN ON A VINTAGE BLACK ANGAFOO
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,A SCHOOL PATISTAL IN IE SAT  IN AECELTONE
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON SKI WITH A FLY DRINKLE SKY
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER TAKES OFF DOWN A SNAFY FIELD
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,THE THERE IS A TWO OLOSH E TEN AN  MOUNTAIN
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A SKIER IS LEANING PHOTOMILE JUMPING INTHO THE 
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING AN AIR WHILE RIDING I A WALE
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A BAT SAN AT HOME PITE WITH A CATCHER I EDISHES AN CATCH O HIT
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A GILAT BAT FOM A PERSON TOIN ATTER AN OUTSIDE F A AT  AND REPARER TO TICH POSEE OADOLRAT
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A HITTER IS WAITING FOR THE PITCH TO BAKEBALL
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER IN HIS BAT AHOINTIG ON THE BITCH
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HOLDING A RAT AT A PLAYA GAME
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO MEN PLAY A INTENDO GAME CONTROL WHILE TWO OTHERS WATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PLAYING WITH EACH OTHER ON THE WII
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,JUDE WIT TWO MER IN ARE PLAYING VIDEO GAME WHILE ONIS WAH
