Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM PARING WOODEN TABE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,A WHITE URINFORM ON GREEN TIE PLAS WITH A RED TABER DUING A GAME
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A PLATE BOOR AND AN OPENAN FASEBALLO
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE RED TABLE WITH A PLANE ON IT IN THE BATHR
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,A PERSON IN MAONER DOING A JUNTTI IN A BRAT ON ON A SKATEBOARD
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A WOMAN HOLDING AN UMBRELLA WALKS PAST BESIDE OF A BUS WITH A LARGE ADVERTISING ON THE SIDE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WOMAN WITH AN UMBRELLA IS WALKING PAST A GLUS
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN WALKING DOWN A SIDEWALK NEXT TO A RON
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A WOMAN WALKING NEXT TO A COMMETER BUS WITH UMBRELLA ON A RAINY DAY
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A WOMAN HOLDING AN UMBRELLA AND WALKING ESIDE A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,A BLACK AND WHITE PHOTOGRAPH OF YL SCOOLING HOS
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BLACK AND WHITE PHOTO OF CHILDEN SIT IN FRONT OFA FARE OF A PA
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A COLORFULPOI INY TAN TRAVEL ON ON A TAN
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,ASCHOOL BOY SITPAS LAITER IN FRONT OF A TRUCK WOR SITTING ON A VINTAGE WALK NEAR A BUILDING
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,SMAL CATS AN IN ANO SITTING NEXT TO THE OHERSIDE A GREE HAT
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON SKIS FLY THROUGH THE SKY
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,TE SCATER TAKES OFF DOWN THE STEEPY
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,MAN IS SKIING IN MIDJOCP AN TRE AN AN AA
