Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM UNDERA WIT A ISA DOG
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,WHITE ERON ONY TAVING SITTING BENY TO IA AN GASS IA OT
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE DIF PLATE OF FOD O A OF FISIN ON TE ROD
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE RED TABY THA LAYING POS IN A BED
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE, WINDOW AN ON PERCEN BAD RON A TE MIDDLE  ONSETON ONE SIDAR
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,IN AOLDARLINE CLOCKS PASSED BESIDE OF A BUS WITH A LARGE APPLETISE NO ON THE SIDE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A BLUE HOMEN ELECTION UMBRELLA IS WALK ITH AN PAST AVICE
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A MAN IS WANDER DOWN O PLATE WHILE I ISOE 
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,WOMEN WALKING NEXT TEK NEAR BUS WITH UMBRELLA ON A RAIN DAY
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,A STORMAN HOLDING LITTLE GIRL AR IS WALKING BESIDE A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,A WHITE AND WHITE PHOTOGRAPHD ORIE CITY OF 
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BLACK AND WHITE BO WIT A JET A SYRP INDIN A RIMOWAO
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,APALE OF BRIE SOKS LET AL ON TOP
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,A MOTORCYCLES LAING IN A VE LARGER SIGN INY TUTABLE AND WHITE VARITY
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,A SUN PATRA AROUD IN SON A IC  SHAR IN TE FIELD
16,A MAN ON SKIS FLY THROUGH THE SKY,A SKI MAN ON A SKILASSIC LIGHT OVER THE SKY BY THE TAN O
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER TAKES OFF DOWN TA STEAT CONERU
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A MAN ON A SKI UMRAILAYS OIT ELD TOWARD THE ANDE AFA
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,ERIS MAKING OT ON JUMP OF THEIR AR
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,TWO MEN FLYING THROUGH AN AIRPORT  INARADE
