Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC RESTROOM WEARING A WOODEN TABLEAN OPNE
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,WHITE URINAL WHIT TIES ANRED TABLE WITH DIT
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE WITH A PATE OF E BAIN MASIG REN
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE RED TABLE ON A PLATE ILLO BATHRO
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE,OROOM OAITS OTA COLLEC A PICTUR IT IN
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,A HOTOF HOLDING AN UMBRELLA ATHE SIDE OF A BEK WITH A LARGE ATRARS
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,A WIT TRUCKTRELLA WITH PARKING MASTER BUS
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A WOMAN WALKING ALONG A SIDEWALK IN O LK OACRISSER
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,A OUP OF MEN WALKING NEXT TO BA BUSTWITH UMBRELLA ON A RAINKET
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,WOMAN LEAVING INTOER A LINE MOSTIN ITSIDE OF PARK
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,A BLACK AND WHITE PHOTOAPH OF NET SCHOE 
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A PACKOF LITING BOX SITTING WITH A LE ALLY STASES
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,THE CAS OF A WINE SIT ON ET TOPIN OAE WITHA ELEPHANT
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,A FARG CHOOL BOY SITS ON TOP OF A VITIFUL RESINA COOTS AND VINTAGE WONINE OB MAN
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,THEREIS A LOT  PATI NPHONE OK A TOLING IRCYCLE FOR A
16,A MAN ON SKIS FLY THROUGH THE SKY,AO CAN ON SKIS IN HIS FLIGHT RINGIT A SKY FILD
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER TAKES OFF DOWN A STEEP HILL
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A MAN IT  PIIN ANI AON OT
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR, SKIER MEAKING OVR COUPLE JUMPING  E ACOE
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING A SURFY AIRWAL ON IAILTS
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A GABIT STANCE AT BABY LATE WITH A CATCHER IMPOSITION TO CATCH THE PITCH
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,GIRL AS PRACTICE LIT OREONAOL OF I CAPLI TYSINAN ONFRONTOL ANOLDINTOS BAS
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A HITDOT LEGGING ON A PITCH TO BIG ALL O
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL ARS ON PAT A PLACS FOR THE PITCH
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER OLDIN E CAMS ONA BASE
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWOMEN PLAY WIN A TENO WIPENZOL OLET OTHERS TA
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PLAYING WITH EACH OTHER AND A WEING ON IDR
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,NTWO WOATI TABE OR PLATE PANULATING ON THE TOIL OF THE RA
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLES STANDING IN A ROOM WITH SOMETHING OP
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,IEN COAGE LOOK AS TWO COUS AN EACH BOS HAL AON WHILE OTHERS IN BAT
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A CAR H IS FLOCKING URIGHT THROUGH A DINING OOVA
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,OF PAIRS WALKINAS ITON ADVETIZEMENT NEXT TO A
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,TRICKS AND TES POKD OTSIDE OF THE AMSIT IN APA
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,AOBER BROCTLES OU TRONT OF  A PLAG IN OF CIT
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE AND WHITEBURS WOK IS ON A TABLE FILL AND SOME CHAIRS
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,CAT SHOWS OE TALL CAS DO LAY IN A FRET SNOWWASH
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLD DOG LAYING ON A BED WITHAN ABOO
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,AN OEN R A LOTOF STUT MIE ON
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,O DOG WIT A BARAIRCLEN AS BUSES ON A PILLOW
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BEIGE DOG PLAYING ON TOPS OF A LAG OR A BOK
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHAPED PANK OF ATHLO
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A CLOCK THAT LOOKS LIKE AN APPLE A TANGREN AND A FOE PLACE
43,A RED APPLE WITH A CLOCK INSIDE OF IT,A EXBAD ATLE ON BLACIN TIP  TOPOFC
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,A OILT DOWN A LOG CLOCK WIH A SAKE WOKING ANPES O  ONO
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A PLASTIC CAT LON THE TLOP OF THE OFTURFA SURFACE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,HORSES AN SONTTALKING ON A BRACTON A CLOSE DOSCOUNTRY
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,VERY FEW PEOPLE OF HORSES A E RACING TOGETHER
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,GOONPOLE DIRECTING IN FRONT OF AN OBJECT
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH, OF HORSES ARE FRACING EACH OTHER ALONE RUDING A CHY
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A OT DORKING LAKE POE AN ONPIN ANDING AIE TORE
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,A PAST UNE FRINTTIN TAVILIC ES TRFFI DIRT
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE BONKRAI IN OITRA
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A TRAIN THAT AS OF THE RAIL OFER A BRIDGE
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,ATRAIS ON TRAFOPEN OSETINOB TRAIN TRACKS NFIEL
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN WIX LOK BAS TRACTD WITH CLOSSFORM PAXINSHOW
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,KITEAR ONNFOR A META PILE OXE
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,ABLACK TEDDY BEAR NEXT TO FOUR BOXES WITH A FOR
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A TEDDY BEAR IS SITTING WIN A SEP NE TAE OE
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR IS SITTING IN FRONT OF A COLP OF BOXES
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,A FOKOF BEANTO TIKS SO TASO BOXES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,OFARPA TI IN FRONT OF A PAN OF A
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A SEAIK IGNOTIGAN INTOT O O 
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A SEABOLN STAK DOVE THE SAND NEAR THE WATER
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,A FOOT IT A MID DOK ON STANDLE BAS  ITS FI
65,A SEAGULL STANDING ON THE SAND OF A BEACH, SEABUG STADING ON THE SIDE O WATER BEACH
